Specified	Condition	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount	CorrectCover	MatchCover	EpochComplete
[7, 10]	[[162.3375, 282.2625], '0']	5.6419999999999995;12.038	0.914843343991403	0.914843343991403	1	295.520373415328	9981	144	0.1	275.12558346145	1953	1953	284	284	1	GA_CrossoverP_MutationC
[7, 18]	[[-45.269999999999996, 81.258], '0']	-4.077;5.5169999999999995	0.9238104361000273	0.9238104361000273	1	250.96741594961173	9999	145	0.1	245.45926993701465	971	971	142	142	1	GA_CrossoverC_MutationC
[7, 11, 2]	[[-45.269999999999996, 81.258], '0', '0']	-4.077;5.5169999999999995	0.9212244721916716	0.9212244721916716	1	248.42867920411783	9999	151	0.15	242.2858490051473	1390	1390	203	203	1	GA_MutationC
[13, 6]	['0', '1']	-4.077;5.5169999999999995	0.29469945704701794	0.29469945704701794	1	248.22905113862902	9799	151	0.1	248.22905113862902	191	594	28	88	1	GA_MutationC
[7, 8, 4, 6, 18]	[[-45.269999999999996, 80.358], '0', '1', '0', '1']	-2.6678999999999995;4.047899999999999	0.9621493902439024	0.9621493902439024	1	277.6695467710466	9947	160	0.25	277.6695467710466	55	55	8	8	1	GA_MutationC
[7, 8]	[[367.563, 530.37], '0']	12.3613;16.5187	0.9392558079426948	0.9392558079426948	2	255.90556195166255	9953	162	0.1	548.2639048791564	1844	1844	271	271	1	GA_CrossoverC_MutationC_RangeError
[11, 2, 7]	['0', '0', [-45.269999999999996, 208.9995]]	-4.077;5.5169999999999995	0.6881755157772154	0.6881755157772154	1	234.52238023839698	9999	168	0.15	235.4733989031191	2821	3773	412	551	1	GA_CrossoverP_MutationC
[13]	['1']	1.3422000000000005;8.3778	0.3957267673403375	0.3957267673403375	1	257.42808423630635	9968	170	0.05	258.07496410005604	1875	4204	272	614	1	GA_CrossoverC_MutationC
[7]	[[346.54949999999997, 504.8505]]	8.1325;16.5187	0.8805478531312461	0.8805478531312461	1	252.29248454553755	9993	180	0.05	240.27438387800302	2773	2773	408	408	1	GA_CrossoverP
[6, 7]	['0', [-9.532499999999999, 206.3325]]	-2.9178999999999995;5.5169999999999995	0.6998693443364152	0.6998693443364152	1	237.36941538724437	9999	189	0.1	232.82721154256936	2738	3601	401	527	1	GA_CrossoverC_MutationC
[7, 16]	[[367.563, 530.37], '1']	12.3613;16.5187	0.9392157288387887	0.9392157288387887	1	219.09350122230134	9925	190	0.1	228.11687652787668	821	821	121	121	1	GA_MutationC
[7]	[[162.3375, 319.70399999999995]]	5.6419999999999995;12.038	0.9141942749858074	0.9141942749858074	1	277.8829443789037	9990	201	0.05	271.5838757400462	3253	3253	477	477	1	GA_CrossoverC
[7, 8, 4, 18, 10]	[[-45.269999999999996, 80.358], '0', '1', '0', '1']	-2.6678999999999995;4.047899999999999	0.9576896274457251	0.9576896274457251	1	270.4096048674738	9456	204	0.25	270.4096048674738	48	48	7	7	1	GA_CrossoverP_MutationC
[7, 10]	[[276.82623200595816, 504.8505], '1']	8.1325;16.5187	0.9000562851782363	0.9000562851782363	1	208.067478267186	9993	216	0.1	187.8343478339825	852	852	125	125	1	GA_MutationC
[7, 1]	[[184.37248045439046, 319.70399999999995], '1']	5.6419999999999995;12.038	0.9236743113699794	0.9236743113699794	1	256.294773649013	9964	220	0.1	243.33558382658276	913	913	134	134	1	GA_MutationC
[7, 15]	[[367.563, 530.37], '0']	12.3613;16.5187	0.9426323464360347	0.9426323464360347	1	236.74625704525457	9899	225	0.1	250.1828213065682	1382	1382	205	205	1	GA_CrossoverP_MutationC
[7, 11, 8, 10]	[[-45.269999999999996, 77.655], '1', '0', '1']	-2.9178999999999995;3.7978999999999994	0.9557700125078173	0.9557700125078173	1	228.77991957592258	9764	242	0.2	228.77991957592258	28	28	4	4	1	GA_CrossoverP_MutationC
[7, 11, 4, 16]	[[-45.269999999999996, 77.655], '1', '0', '0']	-4.077;3.7978999999999994	0.9481709722422668	0.9481709722422668	1	233.94316270048262	9764	242	0.2	233.94316270048262	85	85	13	13	1	GA_CrossoverP_MutationC
[7, 4]	[[346.54949999999997, 504.8505], '0']	12.3613;16.5187	0.8252857638625296	0.8252857638625296	1	242.61899203639035	9953	247	0.1	234.90467505685993	2055	2334	305	346	1	GA_CrossoverP_MutationC
[7, 6, 8]	[[-45.269999999999996, 113.71991414946034], '0', '0']	-2.9178999999999995;5.5169999999999995	0.9324157822519672	0.9324157822519672	1	226.83896821803125	9970	250	0.15	226.83896821803125	1359	1359	201	201	1	GA_CrossoverP_MutationC
[11, 8]	['0', '0']	-4.077;2.586423708822227	0.1210961458826112	0.1210961458826112	1	264.2952515462379	9970	250	0.1	279.0318955878843	826	6649	123	981	1	GA_CrossoverP_MutationC_MutationP
[7]	[[367.563, 530.37]]	12.3613;16.5187	0.9396563575730533	0.9396563575730533	2	266.95482108254544	9993	263	0.05	537.8235198536931	2345	2345	349	349	1	GA_CrossoverP_MutationC
[7, 11]	[[367.563, 530.37], '0']	12.3613;16.5187	0.9397520121902815	0.9397520121902815	3	268.17580813450274	9993	263	0.1	813.8895007881022	2171	2171	323	323	1	GA_CrossoverP_MutationC
[6, 11, 7]	['0', '0', [-45.269999999999996, 238.7055]]	-2.9178999999999995;5.5169999999999995	0.6051372043775084	0.6051372043775084	1	239.56424030379256	9999	277	0.15	236.25662547467587	2449	3730	361	549	1	GA_MutationC
[7]	[[191.1375, 311.0625]]	5.6419999999999995;12.038	0.936982774899132	0.936982774899132	1	287.89266626652545	9990	280	0.05	291.1341138018074	2443	2443	361	361	1	GA_CrossoverC_MutationC
[7, 0]	[[162.3375, 319.70399999999995], '2']	5.6419999999999995;12.038	0.9217491701544234	0.9217491701544234	1	229.5143009076089	9874	280	0.1	229.5143009076089	445	445	65	65	1	GA_CrossoverC_MutationC
[7, 11, 8, 4, 18, 5]	[[-45.269999999999996, 80.358], '0', '0', '1', '0', '1']	-2.6678999999999995;4.047899999999999	0.9617013758599124	0.9617013758599124	1	274.5923989338151	9456	284	0.3	274.5923989338151	67	67	10	10	1	GA_CrossoverP_MutationC
[3]	['2']	5.6419999999999995;12.038	0.36056607285908227	0.36056607285908227	1	279.80420073499806	9948	295	0.05	241.58632956054302	799	2017	119	299	1	GA_CrossoverC_MutationC
[7]	[[30.093000000000018, 327.507]]	1.3422000000000005;8.3778	0.6348912514766173	0.6348912514766173	1	268.023913980776	9999	295	0.05	284.6612929564516	4350	6088	641	900	1	GA_CrossoverC_MutationC
[7, 1]	[[-45.269999999999996, 81.258], '1']	-2.9178999999999995;3.357399405893651	0.9576985659721616	0.9576985659721616	1	267.36029726086116	9999	304	0.1	265.95037157607646	574	574	85	85	1	GA_CrossoverP_MutationC_MutationP
[7, 15, 8]	[[367.563, 530.37], '0', '0']	12.3613;16.5187	0.9424695265829487	0.9424695265829487	1	234.0410566273009	9899	319	0.15	246.80132078412612	1086	1086	163	163	1	GA_CrossoverP_MutationC
[9, 8]	['0', '0']	-2.9178999999999995;5.5169999999999995	0.29360139640748406	0.29360139640748406	1	255.80625230669907	9951	327	0.1	280.0162822978937	1947	6095	290	907	1	GA_CrossoverC_MutationC
[7, 8, 11]	[[-45.269999999999996, 113.71991414946034], '0', '0']	-2.9178999999999995;5.5169999999999995	0.9333945322969713	0.9333945322969713	1	229.29600988436005	9970	327	0.15	236.62001235545006	1409	1409	210	210	1	GA_CrossoverC_MutationC
[7, 9, 18]	[[-45.269999999999996, 113.71991414946034], '1', '1']	-2.9178999999999995;5.5169999999999995	0.9388508442776735	0.9388508442776735	1	217.58608964889012	9968	354	0.15	217.58608964889012	132	132	20	20	1	GA_CrossoverP_MutationC
[7]	[[183.075, 422.925]]	5.6419999999999995;12.038	0.6515081743761659	0.6515081743761659	1	289.26859193806825	9990	368	0.05	274.69760723287436	3422	4776	510	713	1	GA_CrossoverC_MutationC
[8]	['1']	5.6419999999999995;12.038	0.3494889473093935	0.3494889473093935	1	265.4587525260934	9963	368	0.05	241.14600102752615	859	2209	128	329	1	GA_CrossoverC_MutationC
[7, 16]	[[367.563, 530.37], '2']	12.3613;16.5187	0.9440066708359391	0.9440066708359391	1	231.94604460161372	9425	380	0.1	231.94604460161372	103	103	15	15	1	GA_CrossoverC_MutationC
[7, 15, 12]	[[367.563, 530.37], '0', '1']	12.3613;16.5187	0.9440745860899904	0.9440745860899904	1	248.74145959033322	9899	380	0.15	265.1768244879165	624	624	95	95	1	GA_CrossoverC_MutationC
[11, 12, 5]	['0', '1', '0']	-2.9178999999999995;5.5169999999999995	0.29649318953276604	0.29649318953276604	1	221.8404332188633	9946	391	0.15	221.8404332188633	686	2117	102	318	1	GA_MutationC
[7, 18, 11]	[[367.563, 530.37], '1', '0']	12.3613;16.5187	0.9391218180344196	0.9391218180344196	1	272.1896006336366	9993	398	0.15	267.98700079204576	711	711	108	108	1	GA_CrossoverC_MutationC
[7, 18, 1]	[[-45.269999999999996, 113.71991414946034], '0', '0']	-2.9178999999999995;5.5169999999999995	0.9429468938920159	0.9429468938920159	1	247.1340105736261	9986	423	0.15	247.1340105736261	795	795	120	120	1	GA_MutationC
[7]	[[279.693, 530.37]]	12.3613;16.5187	0.5627551475476487	0.5627551475476487	1	237.8917683413324	9993	425	0.05	226.6849813020811	2388	3998	362	603	1	GA_CrossoverC_MutationC
[7, 11, 13]	[[367.563, 530.37], '0', '1']	12.3613;16.5187	0.9426721184435924	0.9426721184435924	2	255.81042776628288	9966	425	0.15	548.0260694157072	910	910	138	138	1	GA_CrossoverC_MutationC
[1]	['1']	1.3422000000000005;8.3778	0.3769663732140279	0.3769663732140279	1	245.97304258155572	9999	447	0.05	211.15326912519728	1328	3097	198	468	1	GA_CrossoverC_MutationC
[7, 13]	[[183.075, 507.5055], '1']	5.6419999999999995;12.038	0.5190363686298642	0.5190363686298642	1	277.3075848848791	9908	461	0.1	269.8351267282795	1440	2507	216	378	1	GA_CrossoverC_MutationC
[7, 1]	[[-45.269999999999996, 113.71991414946034], '0']	-2.9178999999999995;5.5169999999999995	0.9362775171982489	0.9362775171982489	1	242.66595262062455	9986	466	0.1	242.66595262062455	1325	1325	200	200	1	GA_MutationC
[7, 11, 3]	[[-45.269999999999996, 113.71991414946034], '0', '1']	-2.9178999999999995;5.5169999999999995	0.9374768804971192	0.9374768804971192	1	263.00639686528797	9999	469	0.15	260.50799608161	934	934	141	141	1	GA_MutationC
[7, 10]	[[162.3375, 311.0625], '0']	5.6419999999999995;12.038	0.9150798271908448	0.9150798271908448	1	279.68243857195245	9981	474	0.1	275.0985128358446	2316	2316	348	348	1	GA_MutationC
[7, 11]	[[-45.269999999999996, 81.258], '0']	-2.4536957279389817;3.357399405893651	0.9577709086480698	0.9577709086480698	4	248.42867920411786	9999	478	0.1	969.1433960205893	1366	1366	206	206	1	GA_CrossoverP_MutationC_MutationP
[7, 11, 5]	[[-45.269999999999996, 81.258], '0', '0']	-2.9178999999999995;3.357399405893651	0.9565446394546859	0.9565446394546859	1	262.3541032115806	9999	478	0.15	259.69262901447576	806	806	121	121	1	GA_CrossoverP_MutationC
[11, 2, 7, 18]	['0', '0', [-45.269999999999996, 208.9995], '0']	-4.077;5.5169999999999995	0.694201492788517	0.694201492788517	1	238.52093443238275	9999	502	0.2	234.62646005059804	1750	2329	266	353	1	GA_MutationC
[11, 7]	['0', [-45.269999999999996, 208.9995]]	-4.077;5.5169999999999995	0.6882034397608632	0.6882034397608632	1	234.52241389341853	9999	502	0.1	235.47346463558304	2778	3720	421	563	1	GA_MutationC
[7, 17]	[[367.563, 530.37], '0']	12.3613;16.5187	0.9397932283910628	0.9397932283910628	1	263.22375237733405	9993	507	0.1	256.77969047166755	1460	1460	223	223	1	GA_CrossoverC_MutationC
[7, 17]	[[-45.269999999999996, 81.258], '0']	-2.4536957279389817;3.357399405893651	0.9584694305461601	0.9584694305461601	2	257.4230241329736	9970	511	0.1	514.8460482659472	986	986	149	149	1	GA_MutationC
[7, 15]	[[-45.269999999999996, 81.258], '0']	-2.4536957279389817;3.357399405893651	0.955594462241861	0.955594462241861	2	242.76305810541083	9999	511	0.1	470.4076452635271	923	923	139	139	1	GA_MutationC
[7]	[[119.14800000000001, 272.652]]	5.6419999999999995;12.038	0.6638724523339907	0.6638724523339907	1	285.98887834678675	9990	518	0.05	282.2326224168543	2262	3090	341	468	1	GA_CrossoverC_MutationC
[7, 8]	[[235.5645, 504.8505], '1']	8.1325;16.1275	0.8467752022433376	0.8467752022433376	1	258.728660278032	9993	533	0.1	233.576031684425	995	1021	151	155	1	GA_CrossoverC_MutationC
[17, 12]	['0', '1']	-2.4536957279389817;3.357399405893651	0.17572707043250158	0.17572707043250158	1	242.51592635593664	9970	570	0.1	230.89490794492082	493	2657	75	406	1	GA_CrossoverP_MutationC
[7, 18]	[[162.3375, 311.0625], '1']	5.6419999999999995;12.038	0.9176441057974158	0.9176441057974158	1	255.00405167599547	9981	572	0.1	255.00405167599547	958	958	147	147	1	GA_MutationC
[7]	[[162.3375, 311.0625]]	5.6419999999999995;12.038	0.9159355417535072	0.9159355417535072	1	278.48263174994946	9990	574	0.05	272.75514013662007	2960	2960	451	451	1	GA_CrossoverP_MutationC
[7]	[[394.251, 530.37]]	12.3613;16.5187	0.948009722619388	0.948009722619388	4	267.67037645706955	9993	591	0.05	1081.237316070856	1748	1748	269	269	1	GA_CrossoverP_MutationC
[7]	[[204.68099999999998, 463.719]]	5.6419999999999995;12.038	0.5290043290043289	0.5290043290043289	1	290.2793524603604	9990	594	0.05	277.7822035533462	2907	5042	444	770	1	GA_MutationC
[7, 13]	[[235.5645, 441.83549999999997], '1']	8.1325;16.1275	0.8839376841008901	0.8839376841008901	1	297.6633115198112	9966	594	0.1	278.473924249705	1750	1763	267	269	1	GA_MutationC
[7, 11, 4, 18, 1]	[[44.739, 169.46099999999998], '0', '1', '0', '0']	0.4621000000000004;7.177899999999999	0.9428392745465917	0.9428392745465917	1	251.56917476714798	9799	601	0.25	251.56917476714798	128	128	20	20	1	GA_MutationC
[7, 1]	[[162.3375, 288.6085144628249], '0']	5.6419999999999995;12.038	0.9174507475411833	0.9174507475411833	1	280.7800068050097	9990	606	0.1	276.2250085062621	1757	1757	267	267	1	GA_MutationC
[7, 10]	[[394.251, 530.37], '0']	12.3613;16.5187	0.946785316404148	0.946785316404148	4	268.81240854584024	9966	612	0.1	1161.0620427292013	1397	1397	215	215	1	GA_MutationC
[7, 11, 8]	[[-45.269999999999996, 81.258], '0', '0']	-2.4536957279389817;3.357399405893651	0.9585565146877472	0.9585565146877472	3	249.89329853101654	9970	620	0.15	749.6798955930497	945	945	145	145	1	GA_CrossoverC_MutationC
[7, 4]	[[367.563, 530.37], '1']	12.3613;16.5187	0.9490022172949002	0.9490022172949002	3	282.75678866604756	9993	623	0.1	843.5879574976784	357	357	55	55	1	GA_MutationC
[7, 10]	[[162.3375, 288.6085144628249], '0']	5.6419999999999995;12.038	0.9157862926073763	0.9157862926073763	1	295.5196854893872	9981	624	0.1	275.1245085771675	1959	1959	298	298	1	GA_CrossoverP_MutationC
[7, 16]	[[-45.269999999999996, 81.258], '0']	-2.4536957279389817;3.357399405893651	0.956818294612421	0.956818294612421	1	248.77250206590134	9986	643	0.1	248.77250206590134	975	975	151	151	1	GA_CrossoverP_MutationC
[7, 4]	[[59.76450000000001, 266.0355], '0']	1.3422000000000005;8.3778	0.8142066970224512	0.8142066970224512	1	277.5924448025836	9999	658	0.1	288.63389844380754	3097	3433	475	527	1	GA_MutationC
[7, 9]	[[162.3375, 311.0625], '0']	5.6419999999999995;11.076341676627521	0.9225624757679557	0.9225624757679557	1	279.11362590123474	9990	666	0.1	273.9875505883491	2515	2515	387	387	1	GA_MutationC
[7, 18]	[[394.251, 530.37], '0']	12.3613;16.5187	0.9471943960511033	0.9471943960511033	1	256.83375485696484	9966	670	0.1	257.11524196400757	1089	1089	168	168	1	GA_MutationC
[7, 2]	[[162.3375, 311.0625], '0']	5.6419999999999995;12.038	0.9163596053839955	0.9163596053839955	1	278.48263175570344	9990	684	0.1	272.75514014785836	2876	2876	444	444	1	GA_CrossoverC_MutationC
[17, 7]	['0', [-45.269999999999996, 95.643]]	-2.4536957279389817;3.357399405893651	0.9209931605206118	0.9209931605206118	1	249.02927762540108	9970	699	0.1	249.02927762540108	1127	1168	175	181	1	GA_CrossoverP_MutationC
[7, 8]	[[162.3375, 311.0625], '0']	5.6419999999999995;11.076341676627521	0.9228949580697782	0.9228949580697782	1	277.57833641652843	9990	702	0.1	270.98893831353206	2201	2201	340	340	1	GA_MutationC
[7, 17]	[[394.251, 530.37], '0']	12.3613;16.5187	0.9471414576306723	0.9471414576306723	1	260.12968909558583	9993	712	0.1	252.91211136948232	1117	1117	173	173	1	GA_MutationC
[7, 3]	[[-45.269999999999996, 260.322], '2']	1.3422000000000005;8.3778	0.7147143344958697	0.7147143344958697	1	276.580464752491	9947	724	0.1	256.2255809406138	842	1048	131	163	1	GA_MutationC
[7, 19]	[[162.3375, 311.0625], '0']	5.6419999999999995;11.076341676627521	0.9232604070663948	0.9232604070663948	1	273.2452720783974	9990	726	0.1	240.32073762249595	1824	1824	282	282	1	GA_CrossoverP_MutationC
[7, 8, 10]	[[367.563, 530.37], '0', '0']	12.3613;16.5187	0.9390555593805762	0.9390555593805762	1	264.1184082086681	9953	727	0.15	284.3980102608351	1399	1399	218	218	1	GA_MutationC
[7, 11, 16]	[[-45.269999999999996, 81.258], '0', '1']	-2.4536957279389817;3.357399405893651	0.9567050448948891	0.9567050448948891	1	274.1699680869193	9999	743	0.15	274.46246010864917	424	424	66	66	1	GA_MutationC
[12]	['1']	-2.4536957279389817;3.357399405893651	0.16470477167615682	0.16470477167615682	1	210.98526219434055	9970	743	0.05	211.78371522332137	723	4135	112	645	1	GA_MutationC
[7, 15, 11]	[[-45.269999999999996, 113.71991414946034], '1', '0']	-2.9178999999999995;5.5169999999999995	0.9345869293308318	0.9345869293308318	1	250.06947646624877	9986	760	0.15	262.58684558281095	635	635	100	100	1	GA_CrossoverP_MutationC
[7, 2, 13]	[[-45.269999999999996, 113.71991414946034], '0', '1']	-2.9178999999999995;5.5169999999999995	0.9336462459175874	0.9336462459175874	1	216.28921787295377	9986	760	0.15	220.3615223411922	927	927	144	144	1	GA_CrossoverP_MutationC
[7, 3]	[[-45.269999999999996, 81.258], '1']	-2.4536957279389817;3.357399405893651	0.9592737950104071	0.9592737950104071	1	278.1893899040182	9999	765	0.1	279.4867373800227	689	689	108	108	1	GA_MutationC
[7, 15, 6]	[[-45.269999999999996, 113.71991414946034], '1', '0']	-2.4536957279389817;3.357399405893651	0.7839798733924817	0.7839798733924817	1	273.2885706983951	9968	787	0.15	273.2885706983951	459	562	73	89	1	GA_CrossoverC_MutationC
[7, 3]	[[394.251, 530.37], '1']	12.3613;16.5187	0.9498358686409221	0.9498358686409221	1	257.8071249893892	9953	791	0.1	258.6361327959206	889	889	139	139	1	GA_MutationC
[7, 4, 13, 9]	[[-45.269999999999996, 77.655], '0', '0', '0']	-2.9178999999999995;3.7978999999999994	0.9608019465290807	0.9608019465290807	1	302.17861339780757	9940	803	0.2	302.17861339780757	509	509	80	80	1	GA_CrossoverP_MutationC
[7, 11, 4]	[[-45.269999999999996, 81.258], '0', '0']	-2.4536957279389817;3.357399405893651	0.957222125542321	0.957222125542321	2	261.07239138045554	9999	803	0.15	516.1809784511388	1084	1084	170	170	1	GA_CrossoverP_MutationC
[15]	['2']	5.6419999999999995;10.182850017879112	0.34110563894947554	0.34110563894947554	1	229.9825291047029	9930	806	0.05	229.9825291047029	157	427	24	66	1	GA_MutationC
[11, 4, 17]	['0', '0', '1']	-2.4536957279389817;3.357399405893651	0.16199019887649702	0.16199019887649702	1	269.9777905294592	9999	809	0.15	292.8403089098125	366	2143	57	335	1	GA_MutationC
[7, 6]	[[394.251, 530.37], '0']	12.3613;15.460457134467973	0.681688472108528	0.681688472108528	1	283.25365316055803	9993	825	0.1	271.8963330633719	1054	1479	164	231	1	GA_MutationC_MutationP
[7, 11]	[[394.251, 530.37], '0']	12.3613;16.5187	0.9478550227965059	0.9478550227965059	4	270.28454280541	9993	825	0.1	1101.6604906672655	1581	1581	248	248	1	GA_MutationC
[7, 8]	[[106.9881517590819, 311.0625], '1']	5.6419999999999995;10.182850017879112	0.6418707808903094	0.6418707808903094	1	268.2087321994055	9869	829	0.1	268.2087321994055	597	860	94	136	1	GA_MutationC
[11, 4, 16, 7]	['1', '0', '0', [-5.953499999999991, 142.7535]]	-4.077;3.7978999999999994	0.6775313320825516	0.6775313320825516	1	228.68629308627672	9903	834	0.2	228.68629308627672	114	157	18	25	1	GA_CrossoverP_MutationC
[7, 6, 15, 12]	[[-45.269999999999996, 113.71991414946034], '0', '0', '1']	-2.9178999999999995;5.5169999999999995	0.936506019387117	0.936506019387117	1	227.96741304828112	9970	844	0.2	227.96741304828112	521	521	80	80	1	GA_MutationC
[7, 8, 10]	[[-45.269999999999996, 81.258], '0', '0']	-2.4536957279389817;3.357399405893651	0.959344030938721	0.959344030938721	1	267.9299931187118	9970	868	0.15	267.9299931187118	745	745	118	118	1	GA_CrossoverC_MutationC
[11, 7]	['0', [-7.749000000000009, 155.349]]	-2.4536957279389817;3.357399405893651	0.5488192374956848	0.5488192374956848	1	240.44176669944758	9999	868	0.1	247.0347005848586	1501	2607	238	413	1	GA_CrossoverC_MutationC
[7, 16]	[[162.3375, 311.0625], '0']	5.6419999999999995;11.076341676627521	0.9256191939526388	0.9256191939526388	1	277.5590552228981	9990	881	0.1	270.9512797322229	1834	1834	288	288	1	GA_MutationC
[7, 17]	[[235.5645, 441.83549999999997], '0']	8.1325;16.1275	0.8861039451740672	0.8861039451740672	1	263.5857438765592	9993	892	0.1	227.72772480712374	2426	2433	383	384	1	GA_CrossoverC_MutationC
[7, 11, 2]	[[-45.269999999999996, 81.258], '0', '0']	-2.4536957279389817;3.357399405893651	0.9573189544374008	0.9573189544374008	1	248.42867920411783	9999	895	0.15	242.2858490051473	1279	1279	203	203	1	GA_MutationC
[17]	['0']	5.6419999999999995;10.182850017879112	0.2723724613156471	0.2723724613156471	1	256.8373839434749	9981	909	0.05	221.47926551459938	1721	5867	272	929	1	GA_CrossoverC_MutationC
[7, 14, 18]	[[-45.269999999999996, 113.71991414946034], '2', '1']	-2.4536957279389817;1.5204782108688777	0.2558385972063124	0.2558385972063124	1	280.7946337342704	9551	911	0.15	280.7946337342704	38	146	6	23	1	GA_CrossoverP_MutationC
[7, 11, 13]	[[-45.269999999999996, 81.258], '0', '0']	-2.9178999999999995;3.357399405893651	0.9616477774993638	0.9616477774993638	1	299.8028181636074	9999	911	0.15	306.50352270450924	617	617	98	98	1	GA_CrossoverP_MutationC
[7, 10, 9]	[[-45.269999999999996, 81.258], '0', '0']	-2.4536957279389817;3.357399405893651	0.9586468229560663	0.9586468229560663	1	258.7735797430125	9986	921	0.15	258.7735797430125	890	890	142	142	1	GA_CrossoverP_MutationC
[7, 16]	[[59.76450000000001, 266.0355], '1']	1.3422000000000005;8.3778	0.8197871311078859	0.8197871311078859	1	250.79937587983767	9999	923	0.1	245.24921984979707	1214	1339	192	212	1	GA_CrossoverP_MutationC
[7]	[[72.11099999999999, 427.089]]	5.6419999999999995;12.038	0.4858387799564273	0.4858387799564273	1	277.94504963742645	9990	927	0.05	282.19519065276654	3647	6751	578	1071	1	GA_MutationC
[7, 9, 16]	[[-45.269999999999996, 81.258], '0', '1']	-2.4536957279389817;3.357399405893651	0.9592728717692455	0.9592728717692455	1	302.1978776869489	9940	947	0.15	302.1978776869489	349	349	56	56	1	GA_MutationC
[7]	[[-32.58749999999998, 327.1875]]	1.3422000000000005;8.3778	0.584188609701104	0.584188609701104	1	266.8339907737794	9999	948	0.05	280.12209615241784	4030	6141	641	978	1	GA_CrossoverP_MutationC
[7, 4]	[[-45.269999999999996, 81.258], '0']	-2.4536957279389817;3.357399405893651	0.9569887612755468	0.9569887612755468	3	260.0027893326327	9999	959	0.1	770.2604599973727	1165	1165	187	187	1	GA_MutationC
[7, 16]	[[394.251, 522.6468981656775], '0']	12.3613;16.5187	0.9461210131332082	0.9461210131332082	1	299.7878168002218	9993	980	0.1	297.73096375034646	1062	1062	170	170	1	GA_CrossoverC_MutationC
[7, 12]	[[148.53900000000002, 273.261], '0']	5.6419999999999995;10.182850017879112	0.8517395090645756	0.8517395090645756	1	290.24895549536143	9990	985	0.1	273.3111943692018	918	1009	146	161	1	GA_CrossoverC_MutationC_RangeError
[7]	[[31.012500000000017, 390.7875]]	5.6419999999999995;12.038	0.4827588207379152	0.4827588207379152	1	266.26356542419205	9990	985	0.05	277.9460961311037	3626	6752	578	1078	1	GA_CrossoverC_MutationC
[7]	[[276.3615, 473.0385]]	12.3613;16.5187	0.5354410135852978	0.5354410135852978	1	237.99737570788082	9993	986	0.05	226.9428117868184	2071	3643	330	581	1	GA_CrossoverC_MutationC
[7, 4]	[[191.1375, 319.70399999999995], '0']	5.6419999999999995;12.038	0.9322092080420925	0.9322092080420925	1	285.91287063427706	9990	1003	0.1	287.2673254575723	1991	1991	317	317	1	GA_MutationC
[7, 10, 15]	[[206.21992922656042, 319.70399999999995], '1', '1']	5.6419999999999995;12.038	0.9485616010006254	0.9485616010006254	1	263.1230136401119	9837	1003	0.15	263.1230136401119	172	172	28	28	1	GA_MutationC
