Specified	Condition	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount	CorrectCover	MatchCover	EpochComplete
[7, 13, 0, 8]	[[-45.269999999999996, 80.358], '1', '1', '0']	-2.9178999999999995;3.357399405893651	0.9488311512770167	0.9488311512770167	1	242.12707908359	9912	3056	0.2	242.12707908359	143	143	30	30	1	GA_CrossoverC_MutationC
[7]	[[206.21992922656042, 252.04660106649317]]	5.6419999999999995;11.098203859928223	0.9678501229171059	0.9678501229171059	2	300.5471683265899	9981	3065	0.05	572.3679208164747	688	688	142	142	1	GA_MutationC
[15]	['0']	-2.9178999999999995;8.3778	0.44904741248914704	0.44904741248914704	2	251.7098928680165	9999	3066	0.05	506.08551901568944	2204	4286	456	891	1	GA_MutationC
[7, 10, 4]	[[394.251, 517.9170543967267], '0', '0']	12.3613;16.5187	0.9452965678277183	0.9452965678277183	1	262.8326578227855	9953	3079	0.15	282.79082227848187	883	883	184	184	1	GA_CrossoverC_MutationC
[7, 4]	[[-45.269999999999996, 81.258], '1']	-2.9178999999999995;4.047899999999999	0.949377014480204	0.949377014480204	1	245.71106806110075	9986	3084	0.1	245.71106806110075	185	185	39	39	1	GA_MutationC
[7]	[[196.07474269280604, 282.2625]]	5.6419999999999995;11.098203859928223	0.9552432198012862	0.9552432198012862	1	305.8377590463575	9990	3088	0.05	291.24649850993364	1264	1264	262	262	1	GA
[7, 2]	[[216.61052926855103, 252.04660106649317], '0']	5.6419999999999995;11.098203859928223	0.9766526771572994	0.9766526771572994	1	315.55056305599203	9981	3088	0.1	304.93820381999006	534	534	110	110	1	GA_MutationC
[7]	[[312.8309673719835, 430.4595]]	8.1325;16.1275	0.933565362409477	0.933565362409477	4	250.07571105554078	9993	3119	0.05	880.2231940971299	1648	1648	345	345	1	GA_CrossoverC_MutationC
[7, 3]	[[-45.269999999999996, 81.258], '2']	-2.9178999999999995;3.357399405893651	0.9569279834065564	0.9569279834065564	1	263.23820459802874	9947	3122	0.1	263.23820459802874	245	245	51	51	1	GA_MutationC
[7, 2, 1, 11, 15]	[[84.04800000000002, 169.46099999999998], '0', '0', '0', '0']	0.4621000000000004;7.177899999999999	0.9519908276005837	0.9519908276005837	1	224.43940109429073	9946	3136	0.25	224.43940109429073	430	430	90	90	1	GA_CrossoverC_MutationC
[5]	['2']	12.3613;16.5187	0.24779960981047933	0.24779960981047933	1	219.10072157593322	9806	3153	0.05	219.10072157593322	115	443	24	92	1	GA_CrossoverC_MutationC
[7, 6, 17]	[[394.251, 441.83549999999997], '0', '1']	12.3613;16.5187	0.9780787210756723	0.9780787210756723	1	344.74379848251203	9966	3153	0.15	352.17974810314	187	187	40	40	1	GA_CrossoverC_MutationC
[4]	['0']	0.4621000000000004;7.177899999999999	0.38058328679504927	0.38058328679504927	1	270.93550991615285	9999	3157	0.05	285.0439843902162	2426	5691	507	1196	1	GA_CrossoverC_MutationC
[7, 2, 1, 11, 9]	[[44.739, 169.46099999999998], '0', '0', '0', '0']	0.4621000000000004;7.177899999999999	0.9371637660278006	0.9371637660278006	1	257.1025100711114	9951	3157	0.25	268.6281375888892	861	861	181	181	1	GA_CrossoverC_MutationC
[7, 4, 17]	[[-45.269999999999996, 81.258], '0', '2']	-2.4536957279389817;3.357399405893651	0.9761100687929957	0.9761100687929957	1	260.5312211346976	9383	3158	0.15	260.5312211346976	22	22	5	5	1	GA_MutationC
[4, 18, 0, 7, 12, 5]	['1', '0', '2', [-8.0595, 121.4595], '0', '1']	-2.9178999999999995;4.047899999999999	0.9982473420888055	0.9982473420888055	1	279.952715264	9456	3164	0.3	279.952715264	10	10	2	2	1	GA_MutationC
[4]	['1']	5.6419999999999995;11.098203859928223	0.3388647802694674	0.3388647802694674	2	227.48860454381074	9963	3192	0.05	424.22151135952686	403	1089	86	232	1	GA_CrossoverP_MutationC
[16, 3]	['1', '1']	5.6419999999999995;11.098203859928223	0.3179489450458177	0.3179489450458177	1	208.3480134686958	9930	3192	0.1	194.4812710448372	401	1144	84	242	1	GA_CrossoverP_MutationC
[7, 11, 17]	[[405.6405367962136, 441.83549999999997], '0', '0']	12.3613;16.5187	0.9803441769750162	0.9803441769750162	1	355.84711109453986	9897	3199	0.15	355.84711109453986	282	282	59	59	1	GA_CrossoverC_MutationC
[7, 2, 11, 9]	[[206.21992922656042, 282.2625], '0', '1', '0']	5.6419999999999995;12.038	0.9600531582238899	0.9600531582238899	1	274.49129409589796	9617	3211	0.2	274.49129409589796	75	75	16	16	1	GA_MutationC
[7, 5, 18, 16]	[[397.3951957365145, 441.83549999999997], '0', '0', '1']	12.3613;16.5187	0.9812014862230071	0.9812014862230071	1	365.9436221576935	9897	3214	0.2	365.9436221576935	79	79	17	17	1	GA_CrossoverP_MutationC
[7]	[[78.38675239512585, 169.46099999999998]]	0.4621000000000004;7.177899999999999	0.9472742272430907	0.9472742272430907	1	234.80677758294775	9982	3229	0.05	250.94808997335585	1331	1331	282	282	1	GA
[7, 15, 6, 16, 12, 17]	[[-45.269999999999996, 81.258], '1', '0', '1', '1', '0']	-2.4536957279389817;3.357399405893651	0.9772683001139005	0.9772683001139005	1	303.2183528949596	9247	3244	0.3	303.2183528949596	23	23	5	5	1	GA_CrossoverP_MutationC
[4, 8, 7]	['0', '1', [-45.269999999999996, 277.6965]]	0.4621000000000004;8.3778	0.7710281929079239	0.7710281929079239	1	263.2499859946728	9999	3254	0.15	260.812482493341	725	823	153	174	1	GA_MutationC
[13]	['0']	5.730410430300212;11.00979342962801	0.31719457254489425	0.31719457254489425	1	269.3931334320199	9990	3259	0.05	272.53792341801733	1147	3329	245	711	1	GA_CrossoverP_MutationC_MutationP
[7]	[[346.54949999999997, 465.32738589230155]]	10.660960895054957;16.5187	0.9370392238326546	0.9370392238326546	1	263.71560644813775	9993	3281	0.05	241.36813507521524	1640	1640	353	353	1	GA_CrossoverC
[7, 16]	[[346.54949999999997, 441.83549999999997], '1']	10.660960895054957;16.5187	0.9480343743646686	0.9480343743646686	1	278.51933222999975	9899	3288	0.1	278.51933222999975	490	490	105	105	1	GA_MutationC
[7, 4, 16]	[[346.54949999999997, 420.0682747080456], '0', '1']	10.660960895054957;16.5187	0.9541848880832603	0.9541848880832603	1	256.178250589354	9897	3288	0.15	256.178250589354	328	328	70	70	1	GA
[8, 17, 7]	['0', '0', [234.4095, 530.37]]	12.3613;16.5187	0.47231016417383787	0.47231016417383787	1	244.93517759850022	9933	3292	0.15	216.66897199812527	830	1665	180	358	1	GA_CrossoverC_MutationC
[7, 18]	[[397.3951957365145, 441.83549999999997], '0']	12.3613;16.5187	0.9763402812733568	0.9763402812733568	2	328.94076771733364	9966	3292	0.1	664.851919293334	383	383	82	82	1	GA_CrossoverC
[6, 8]	['1', '0']	5.6419999999999995;11.098203859928223	0.2962151955446338	0.2962151955446338	1	257.42471364717426	9981	3299	0.1	255.7513938421372	218	688	47	148	1	GA_MutationC
[7, 3]	[[191.75049392522678, 282.2625], '0']	5.6419999999999995;11.098203859928223	0.9511141294128853	0.9511141294128853	1	295.3722245420276	9990	3299	0.1	295.3722245420276	340	340	72	72	1	GA_MutationC
[7, 10, 13]	[[394.251, 465.036604431577], '0', '1']	12.3613;16.5187	0.9675141980629786	0.9675141980629786	2	336.1347620417541	9966	3312	0.15	672.2695240835081	342	342	74	74	1	GA_CrossoverP_MutationC
[7, 18, 12]	[[-45.269999999999996, 75.255], '1', '0']	-2.6384843085236303;3.51848430852363	0.9555332311272433	0.9555332311272433	1	288.77743167267465	9940	3318	0.15	288.77743167267465	172	172	37	37	1	GA_MutationC
[7, 12, 6, 18]	[[-45.269999999999996, 81.258], '0', '0', '1']	-2.9178999999999995;3.357399405893651	0.9564358624127819	0.9564358624127819	2	286.8428917845083	9940	3318	0.2	573.6857835690166	149	149	32	32	1	GA_MutationC
[7]	[[109.19571025051495, 138.858]]	0.4621000000000004;8.3778	0.9844812314761944	0.9844812314761944	2	289.51403826182	9982	3327	0.05	618.2850956545501	426	426	92	92	1	GA_CrossoverP_MutationC
[7, 11]	[[236.45982697097435, 306.9901540152652], '0']	5.6419999999999995;11.098203859928223	0.9417556505252802	0.9417556505252802	1	320.60337947656797	9990	3335	0.1	314.31778043213745	889	889	192	192	1	GA_CrossoverC
[7]	[[129.372, 359.628]]	5.6419999999999995;11.098203859928223	0.6637231095018721	0.6637231095018721	1	266.2884882118712	9990	3347	0.05	261.5793169235136	2313	3188	497	685	1	GA_CrossoverC_MutationC
[7, 1, 10]	[[141.36450000000002, 347.6355], '0', '0']	5.6419999999999995;11.098203859928223	0.7260045202321446	0.7260045202321446	1	266.44103281587167	9948	3347	0.15	258.3012910198396	1189	1495	255	322	1	GA_CrossoverC_MutationC_RangeError
[7, 11, 12]	[[-45.269999999999996, 81.258], '0', '0']	-2.9178999999999995;3.357399405893651	0.9590138684475145	0.9590138684475145	1	261.98547339345777	9999	3358	0.15	259.2318417418222	485	485	104	104	1	GA_CrossoverP_MutationC
[7, 6]	[[216.61052926855103, 300.64711465933925], '0']	5.6419999999999995;11.098203859928223	0.9504121418389331	0.9504121418389331	1	283.91407483099863	9990	3376	0.1	312.3032419234354	1006	1006	217	217	1	GA_MutationC
[7, 4]	[[84.04800000000002, 131.15254737009894], '0']	0.4621000000000004;7.177899999999999	0.9758860915979464	0.9758860915979464	2	255.8442418034168	9982	3377	0.1	539.610604508542	596	596	129	129	1	GA_MutationC
[7, 4, 12]	[[109.19571025051495, 132.19371876207276], '0', '0']	0.4621000000000004;8.3778	0.9862640443380561	0.9862640443380561	1	306.5958218443178	9982	3377	0.15	306.5958218443178	135	135	29	29	1	GA_MutationC
[7, 8]	[[201.05195022972146, 252.04660106649317], '0']	5.6419999999999995;11.098203859928223	0.9608150654225741	0.9608150654225741	1	299.95385742433916	9981	3380	0.1	285.4423217804239	561	561	120	120	1	GA_MutationC
[7, 10, 13]	[[-45.269999999999996, 81.258], '0', '0']	-2.4536957279389817;3.357399405893651	0.9625496392391605	0.9625496392391605	2	295.64250884723725	9999	3391	0.15	602.6062721180931	363	363	80	80	1	GA_CrossoverC_MutationC
[7, 12, 6, 18, 4]	[[-45.269999999999996, 81.258], '0', '0', '1', '1']	-2.9178999999999995;3.357399405893651	0.956965815062051	0.956965815062051	1	264.27780876466386	9851	3396	0.25	264.27780876466386	27	27	6	6	1	GA_MutationC
[7]	[[367.563, 441.83549999999997]]	12.3613;16.5187	0.9522153980767127	0.9522153980767127	3	300.53865381884185	9993	3403	0.05	896.7124397758212	1012	1012	223	223	1	GA_CrossoverC
[7, 8]	[[-45.269999999999996, 81.258], '0']	-2.6678999999999995;3.357399405893651	0.9579144787352935	0.9579144787352935	1	247.41677565319455	9970	3410	0.1	247.41677565319455	740	740	162	162	1	GA_CrossoverP_MutationC
[4]	['0']	5.6419999999999995;11.098203859928223	0.3083746202675014	0.3083746202675014	1	270.93550991615285	9990	3411	0.05	285.0439843902162	1856	5478	403	1196	1	GA_MutationC
[7, 1]	[[197.57376049397016, 324.2867125833767], '0']	5.9807991889708125;11.098203859928223	0.9347433074204186	0.9347433074204186	1	281.8154002886854	9990	3422	0.1	277.51925036085674	1171	1171	254	254	1	GA_CrossoverP_MutationC
[7, 8, 17, 15]	[[206.21992922656042, 319.70399999999995], '0', '1', '0']	5.6419999999999995;12.038	0.9433718654804414	0.9433718654804414	1	278.08847411303407	9964	3431	0.2	278.08847411303407	287	287	62	62	1	GA_MutationC
[7, 6, 13, 10]	[[-45.269999999999996, 81.258], '0', '0', '0']	-2.4536957279389817;3.357399405893651	0.9641651943391463	0.9641651943391463	1	295.7474106948614	9999	3446	0.2	301.43426336857675	306	306	68	68	1	GA_CrossoverC_MutationC
[9, 7]	['0', [-7.762499999999996, 112.1625]]	-2.4536957279389817;3.357399405893651	0.7710583590164228	0.7710583590164228	1	224.78965401870332	9986	3446	0.1	230.98706752337915	1001	1241	220	272	1	GA_CrossoverC_MutationC
[7, 9]	[[405.6405367962136, 441.83549999999997], '0']	12.3613;16.5187	0.981439199804756	0.981439199804756	1	339.9281794625217	9966	3453	0.1	346.16022432815214	367	367	82	82	1	GA_CrossoverC_MutationC
[7, 18]	[[-45.269999999999996, 81.258], '1']	-2.9178999999999995;3.357399405893651	0.9570176404810983	0.9570176404810983	1	282.3865053530998	9968	3460	0.1	282.3865053530998	340	340	75	75	1	GA_CrossoverP_MutationC
[7, 12, 17]	[[-45.269999999999996, 81.258], '0', '1']	-2.9178999999999995;3.357399405893651	0.9595907736829515	0.9595907736829515	1	256.518036164023	9999	3460	0.15	252.39754520502873	179	179	39	39	1	GA_CrossoverP_MutationC
[6]	['0']	5.6419999999999995;11.098203859928223	0.3169186161832116	0.3169186161832116	1	265.12854788238894	9990	3470	0.05	272.0489650054509	1965	5637	431	1242	1	GA_CrossoverC_MutationC
[7, 11]	[[84.04800000000002, 131.15254737009894], '0']	0.4621000000000004;7.177899999999999	0.9758927797026427	0.9758927797026427	2	254.65736025321294	9982	3476	0.1	536.6434006330323	622	622	137	137	1	GA_MutationC
[7, 12]	[[405.6405367962136, 441.83549999999997], '0']	12.3613;16.5187	0.9795660412757974	0.9795660412757974	1	333.7155925874046	9953	3480	0.1	338.3944907342558	223	223	50	50	1	GA_CrossoverC_MutationC
[7]	[[93.78290951806385, 140.99176296769332]]	-2.9178999999999995;8.3778	0.9740916197623515	0.9740916197623515	1	248.09182676113718	9982	3481	0.05	271.7059793142769	666	666	148	148	1	GA_CrossoverP
[7, 10]	[[197.57376049397016, 282.2625], '0']	5.6419999999999995;11.098203859928223	0.9571453396892157	0.9571453396892157	1	315.3701591328045	9981	3486	0.1	306.140873645007	904	904	197	197	1	GA_CrossoverC_MutationC
[18, 7]	['0', [22.012500000000017, 381.7875]]	5.6419999999999995;11.098203859928223	0.42830640915287976	0.42830640915287976	1	267.7187784075283	9990	3486	0.1	261.8478344956308	1476	3120	323	688	1	GA_CrossoverC_MutationC
[7, 15]	[[-45.269999999999996, 81.258], '1']	-2.9178999999999995;3.357399405893651	0.9608761091797434	0.9608761091797434	1	292.8492249840982	9986	3487	0.1	292.8492249840982	347	347	78	78	1	GA_CrossoverC_MutationC
[9, 2, 8, 7]	['0', '0', '0', [-45.269999999999996, 151.10999999999999]]	-2.9178999999999995;3.357399405893651	0.5497708369803123	0.5497708369803123	1	236.9199274206201	9947	3500	0.2	254.2498865947189	699	1215	155	269	1	GA_CrossoverC_MutationC
[7]	[[109.19571025051495, 131.15254737009894]]	0.4621000000000004;7.177899999999999	0.9731081926203877	0.9731081926203877	1	314.9913380877532	9982	3520	0.05	314.9913380877532	326	326	73	73	1	GA_CrossoverC_MutationC
[7, 9, 6]	[[-45.269999999999996, 81.258], '0', '0']	-2.4536957279389817;3.357399405893651	0.9590148206386248	0.9590148206386248	1	251.17242611147307	9947	3537	0.15	251.17242611147307	732	732	164	164	1	GA_CrossoverC_MutationC
[7, 8, 9]	[[-45.269999999999996, 81.258], '0', '0']	-2.9178999999999995;3.357399405893651	0.9596051572634253	0.9596051572634253	1	262.8952249559987	9947	3551	0.15	262.8952249559987	624	624	140	140	1	GA_MutationC
[7, 11, 18]	[[405.6405367962136, 441.83549999999997], '0', '0']	12.480612463400089;16.39938753659991	0.981826198206641	0.981826198206641	2	334.8707040599882	9966	3561	0.15	679.6767601499705	279	279	62	62	1	GA_CrossoverP_MutationC
[17]	['0']	5.6419999999999995;9.149330736145311	0.2162337071331144	0.2162337071331144	1	256.8373839434749	9981	3566	0.05	221.47926551459938	955	4155	212	929	1	GA_CrossoverC_MutationC_MutationP
[7, 16]	[[206.21992922656042, 319.70399999999995], '1']	5.6419999999999995;12.038	0.939875788704574	0.939875788704574	2	281.2624985648696	9930	3571	0.1	562.5249971297392	444	444	101	101	1	GA_CrossoverC_MutationC
[7, 10, 8, 14]	[[206.21992922656042, 319.70399999999995], '1', '1', '2']	5.6419999999999995;12.038	0.9956222639149469	0.9956222639149469	1	267.44922369687504	9384	3571	0.2	267.44922369687504	14	14	3	3	1	GA_CrossoverC_MutationC
[7, 15, 6, 8]	[[-45.269999999999996, 81.258], '1', '0', '1']	-2.4536957279389817;3.357399405893651	0.9788341656397062	0.9788341656397062	2	307.6474486300459	9968	3579	0.2	615.2948972600918	54	54	12	12	1	GA_MutationC
[7, 16, 2, 19]	[[-45.269999999999996, 81.258], '1', '0', '0']	-2.9178999999999995;3.357399405893651	0.9581180319927185	0.9581180319927185	1	277.13120097382335	9999	3589	0.2	278.1640012172792	182	182	41	41	1	GA_MutationC
[7]	[[385.8314395656148, 441.83549999999997]]	12.3613;16.5187	0.9687295203214584	0.9687295203214584	1	305.5584521635593	9993	3607	0.05	306.7475815055614	744	744	167	167	1	GA_MutationC
[2, 7, 5]	['0', [75.97893798988977, 131.15254737009894], '1']	0.4621000000000004;7.177899999999999	0.9723819322560471	0.9723819322560471	1	235.8731569786205	9951	3608	0.15	244.84144622327563	273	273	62	62	1	GA_CrossoverC_MutationC
[7, 8]	[[84.04800000000002, 239.65050000000002], '1']	0.4621000000000004;7.177899999999999	0.7555584309158743	0.7555584309158743	1	236.44790074189342	9982	3608	0.1	236.44790074189342	424	514	96	116	1	GA_CrossoverC_MutationC
[7, 11]	[[197.57376049397016, 282.2625], '0']	5.6419999999999995;11.098203859928223	0.9559396441554614	0.9559396441554614	1	305.5945662977199	9990	3616	0.1	290.86650984018735	1062	1062	237	237	1	GA_MutationC
[7, 11, 18]	[[397.3951957365145, 465.036604431577], '0', '0']	12.3613;16.5187	0.9618922395602942	0.9618922395602942	1	278.59074132958267	9966	3619	0.15	269.48842666197834	551	551	123	123	1	GA_MutationC
[7, 4, 17, 11]	[[-45.269999999999996, 113.14239385032602], '0', '2', '0']	-2.4536957279389817;3.357399405893651	0.8284865540963102	0.8284865540963102	1	238.5500855407266	9383	3623	0.2	238.5500855407266	29	33	7	8	1	GA_MutationC
[7, 6]	[[397.3951957365145, 465.036604431577], '0']	12.800490286578324;16.079509713421675	0.963566614608991	0.963566614608991	1	288.0315561124873	9993	3638	0.1	279.3618064257614	798	798	179	179	1	GA_MutationC
[7, 17]	[[397.3951957365145, 465.036604431577], '1']	12.800490286578324;16.079509713421675	0.9647573851304124	0.9647573851304124	1	292.8680895244569	9966	3638	0.1	287.33511190557107	303	303	68	68	1	GA_MutationC
[7, 4]	[[216.61052926855103, 282.2625], '0']	5.9807991889708125;11.098203859928223	0.9657391948002422	0.9657391948002422	1	315.87577304729865	9990	3639	0.1	306.93089538640413	725	725	162	162	1	GA_MutationC
[7, 15]	[[84.04800000000002, 131.15254737009894], '1']	0.4621000000000004;7.177899999999999	0.9746786185810576	0.9746786185810576	2	260.2297217595283	9982	3640	0.1	550.5743043988207	200	200	45	45	1	GA_MutationC
[7, 1]	[[84.04800000000002, 152.3683757574351], '0']	0.4621000000000004;8.3778	0.9622292195489828	0.9622292195489828	1	256.9660812546756	9982	3668	0.1	268.4576015683445	591	591	136	136	1	GA_CrossoverC_MutationC
[7, 11]	[[405.6405367962136, 441.83549999999997], '0']	12.480612463400089;16.39938753659991	0.9816914907869293	0.9816914907869293	1	335.2671410264178	9966	3682	0.1	340.3339262830222	441	441	100	100	1	GA_MutationC
[7, 17, 3, 6]	[[-45.269999999999996, 81.558], '0', '2', '1']	-2.9178999999999995;3.357399405893651	0.9778486430246748	0.9778486430246748	1	307.19952525687137	9443	3683	0.2	307.19952525687137	14	14	3	3	1	GA_CrossoverC_MutationC
[2, 8]	['0', '1']	5.6419999999999995;11.098203859928223	0.3069675672781782	0.3069675672781782	1	264.5261666121767	9963	3709	0.1	239.32454416440765	470	1407	108	322	1	GA_MutationC
[7, 15, 2]	[[-45.269999999999996, 81.258], '1', '0']	-2.9178999999999995;3.357399405893651	0.9606160940056057	0.9606160940056057	1	292.84917640128816	9986	3714	0.15	292.84917640128816	323	323	76	76	1	GA_MutationC
[7, 0]	[[84.04800000000002, 131.15254737009894], '0']	0.4621000000000004;7.177899999999999	0.9761418050460642	0.9761418050460642	1	254.5351054921377	9951	3724	0.1	268.1688818651721	289	289	67	67	1	GA_CrossoverP_MutationC
[7, 11]	[[83.2907898590769, 131.15254737009894], '0']	0.4621000000000004;7.177899999999999	0.9758572129163461	0.9758572129163461	1	254.6396816720281	9982	3724	0.1	268.29960209003514	607	607	139	139	1	GA_CrossoverP
[7, 3]	[[405.6405367962136, 441.83549999999997], '2']	12.3613;16.5187	0.9824289920783823	0.9824289920783823	1	340.96637311236736	9966	3730	0.1	340.96637311236736	106	106	24	24	1	GA_MutationC
[7, 18, 6]	[[109.19571025051495, 132.19371876207276], '1', '1']	0.4621000000000004;8.3778	0.9918720033354179	0.9918720033354179	1	305.6356266133704	9495	3735	0.15	305.6356266133704	13	13	3	3	1	GA_CrossoverP_MutationC
[16]	['0']	12.3613;16.5187	0.224439611160009	0.224439611160009	1	275.3348071985648	9993	3769	0.05	263.8536262443771	956	3990	221	923	1	GA_MutationC
[7, 2]	[[236.45982697097435, 300.64711465933925], '0']	5.6419999999999995;12.038	0.9640666373930515	0.9640666373930515	2	300.0067503350943	9990	3781	0.1	629.588868496462	813	813	188	188	1	GA_CrossoverC_MutationC
[7, 6, 11, 17, 4]	[[216.61052926855103, 319.70399999999995], '0', '0', '1', '0']	5.6419999999999995;11.098203859928223	0.9329098233583422	0.9329098233583422	1	300.32491886045017	9964	3781	0.25	300.32491886045017	296	296	67	67	1	GA_CrossoverC_MutationC
[7, 4]	[[405.6405367962136, 441.83549999999997], '0']	12.3613;16.5187	0.9815395886964237	0.9815395886964237	1	352.7479261496428	9953	3787	0.1	362.1849076870535	374	374	86	86	1	GA_CrossoverP_MutationC
[7, 11, 4]	[[191.75049392522678, 282.2625], '0', '1']	5.6419999999999995;11.098203859928223	0.9537627018168333	0.9537627018168333	1	288.9963094697862	9913	3789	0.15	288.9963094697862	192	192	44	44	1	GA_CrossoverP_MutationC
[7]	[[109.19571025051495, 132.19371876207276]]	0.4621000000000004;8.3778	0.9863342922659996	0.9863342922659996	1	314.9895862970975	9982	3792	0.05	314.9895862970975	322	322	75	75	1	GA_MutationC
[7, 8, 11]	[[236.45982697097435, 319.70399999999995], '0', '0']	5.6419999999999995;12.038	0.9472992048601805	0.9472992048601805	1	315.0409132597052	9990	3800	0.15	305.6264269682893	756	756	175	175	1	GA_MutationC
[7, 18, 4]	[[405.6405367962136, 441.83549999999997], '1', '1']	12.3613;16.5187	0.9830078695017719	0.9830078695017719	1	333.5044125717254	9862	3802	0.15	333.5044125717254	50	50	12	12	1	GA_MutationC
[7]	[[216.61052926855103, 282.2625]]	5.9807991889708125;11.098203859928223	0.966207160248765	0.966207160248765	1	316.77539708401025	9990	3807	0.05	308.3365579437661	876	876	200	200	1	GA_CrossoverC_MutationC
[7, 15, 9, 11]	[[-45.269999999999996, 81.258], '1', '0', '0']	-2.4536957279389817;3.357399405893651	0.962209292414464	0.962209292414464	1	302.87490864063767	9986	3810	0.2	302.87490864063767	270	270	64	64	1	GA_CrossoverP_MutationC
[7, 13, 0]	[[405.6405367962136, 441.83549999999997], '1', '1']	12.3613;16.5187	0.9822171264447688	0.9822171264447688	1	360.511964964716	9966	3838	0.15	360.511964964716	115	115	27	27	1	GA_MutationC
[12, 7]	['1', [220.8375, 340.7625]]	5.9807991889708125;11.098203859928223	0.8459412194349497	0.8459412194349497	1	207.28229518642988	9963	3849	0.1	213.85286898303735	683	752	160	176	1	GA_CrossoverP_MutationC
[7, 17]	[[216.61052926855103, 282.2625], '0']	5.9807991889708125;11.098203859928223	0.9650213385731112	0.9650213385731112	1	315.9439236154709	9981	3849	0.1	305.42990451933866	553	553	128	128	1	GA_CrossoverP_MutationC
[7, 17, 16, 15]	[[-45.269999999999996, 81.258], '0', '0', '0']	-2.9178999999999995;3.357399405893651	0.9602527979084436	0.9602527979084436	1	265.3167591782806	9903	3852	0.2	265.3167591782806	271	271	64	64	1	GA_MutationC
[9, 11, 5, 8, 18, 3]	['0', '0', '0', '0', '0', '0']	-2.4536957279389817;3.357399405893651	0.2243145793281296	0.2243145793281296	1	286.828438792355	9682	3863	0.3	286.828438792355	81	350	19	81	1	GA_CrossoverC_MutationC
[2, 7]	['0', [-45.269999999999996, 210.19650000000001]]	0.2787471073594898;3.357399405893651	0.40023680897365	0.40023680897365	1	234.53539358432718	9999	3863	0.1	235.49881559438901	1089	2587	257	611	1	GA_CrossoverC_MutationC
[1, 12, 7]	['0', '0', [206.80499999999998, 530.37]]	10.660960895054957;16.5187	0.5857189353294404	0.5857189353294404	1	281.72340653702764	9933	3866	0.15	267.00532271410566	633	990	147	229	1	GA_CrossoverC_MutationC
[7, 11]	[[247.5795, 501.8205], '0']	12.480612463400089;16.39938753659991	0.4733397387240086	0.4733397387240086	1	266.06631038067155	9993	3868	0.1	259.22048432781145	1391	2757	325	645	1	GA_CrossoverC
[7, 2, 5, 10, 11]	[[-45.269999999999996, 81.258], '0', '0', '0', '0']	-2.9178999999999995;3.357399405893651	0.9558274077441321	0.9558274077441321	1	281.57019419887735	9999	3876	0.25	283.71274274859667	367	367	86	86	1	GA_MutationC
[7, 2, 8, 5]	[[-45.269999999999996, 81.258], '0', '0', '0']	-2.9178999999999995;3.357399405893651	0.956428146331133	0.956428146331133	1	261.94046590261337	9912	3876	0.2	261.94046590261337	399	399	93	93	1	GA_MutationC
[7, 6, 16, 10]	[[-45.269999999999996, 81.258], '0', '1', '1']	-2.4536957279389817;3.357399405893651	0.9626411243869524	0.9626411243869524	1	295.58812438619213	9968	3892	0.2	295.58812438619213	79	79	19	19	1	GA_MutationC
[7, 8]	[[397.3951957365145, 465.036604431577], '1']	12.3613;16.5187	0.9601618850323118	0.9601618850323118	1	285.3662598026284	9993	3895	0.1	275.1972809416069	209	209	48	48	1	GA_MutationC
[7, 2]	[[405.6405367962136, 441.83549999999997], '0']	12.480612463400089;16.39938753659991	0.9817146797966876	0.9817146797966876	1	343.79169979682314	9953	3895	0.1	350.98962474602894	442	442	104	104	1	GA_MutationC
[7, 16]	[[216.61052926855103, 252.04660106649317], '1']	5.6419999999999995;11.098203859928223	0.9767053145726992	0.9767053145726992	1	280.7854001773406	9930	3912	0.1	280.7854001773406	159	159	37	37	1	GA_MutationC
[7, 3, 4]	[[394.251, 530.37], '2', '0']	12.3613;16.5187	0.9439167336728311	0.9439167336728311	1	250.87218495557198	9899	3914	0.15	250.87218495557198	209	209	49	49	1	GA_MutationC
[7, 18, 8]	[[85.59162790424826, 146.92858130345383], '0', '0']	0.4621000000000004;7.177899999999999	0.9635619963626691	0.9635619963626691	1	239.03416359530752	9828	3938	0.15	246.0427044941344	369	369	87	87	1	GA_CrossoverP_MutationC
[7, 0]	[[216.61052926855103, 252.04660106649317], '0']	5.6419999999999995;11.098203859928223	0.976872544344206	0.976872544344206	1	279.827702015442	9981	3940	0.1	279.827702015442	177	177	42	42	1	GA_CrossoverP_MutationC
[7, 2, 8, 5, 18, 9, 11]	[[-45.269999999999996, 81.258], '0', '0', '0', '0', '0', '0']	0.2787471073594898;3.357399405893651	0.9603050667806873	0.9603050667806873	1	314.35970564233656	9912	3941	0.35	314.35970564233656	210	210	50	50	1	GA_CrossoverC
[7, 13]	[[206.21992922656042, 319.70399999999995], '1']	5.6419999999999995;12.038	0.9417389491620669	0.9417389491620669	1	312.5246754166055	9908	3966	0.1	301.6948053384461	583	583	138	138	1	GA_CrossoverC_MutationC
[7, 8, 11, 17]	[[236.45982697097435, 319.70399999999995], '0', '0', '0']	5.6419999999999995;12.038	0.9453557556041333	0.9453557556041333	1	304.60214692782546	9948	3966	0.2	291.25268365978184	454	454	109	109	1	GA_CrossoverC_MutationC
