InstanceID	N0	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	N11	N12	N13	N14	N15	M0P0	M0P1	M1P0	M1P1	Class
400	10.562583743488185	9.812280727579743	43.6761299109963	10.014183596858457	45.92722866923871	7.321381913041917	55.51574106940586	332.53302276250844	88.46702923175302	50.878193361186085	37.17743155821511	112.23717918585714	18.469200032442743	25.01783362477087	10.06887085472494	45.660070957499194	25.101266663059555	10.580278026935854	45.01321846205208	0.8858311282546898	0.69
906	17.078247702065326	18.671014195135637	28.28993399908821	11.246268979345505	15.567784324338698	22.993256500484772	1.894218732700761	338.2578118910666	0	32.785407059140326	41.923847762677916	58.86789796323667	19.058934011991635	32.82168312300957	8.363942202255013	12.971013521248569	9.016660950664114	0	36.49486361828741	7.880299170399001	14.44
1347	3.6612350592103495	7.021108766657301	24.063621712148294	4.100352934577094	24.4264648190109	4.646649797458625	5.520027056496518	195.12945504753998	8.87297023903243	17.04341528703947	23.34671509453712	37.18237575960073	3.133404798674119	2.6444160020209466	1.397220720071199	7.515455978333881	10.236741413605566	16.853630005791857	18.41384255340797	13.172041139948053	10.31
366	3.719921964468491	15.74276721204528	26.80273414633557	7.161150963055679	18.77503990680368	7.490904638215615	1.9110029560187787	345.30819191160896	5.897801664479124	7.321961900320302	49.036303254756874	59.128283933199725	11.870681795280372	6.36149106225886	9.507960385771963	18.393016508372195	26.15640765472899	29.421203153813074	6.9535632225712565	18.707692271494256	8.84
322	1.2414636588971038	10.037296636120947	10.245634506648239	0.5586199508558096	16.58857292690603	0.25368600628557403	0	185.54980713005475	17.535915227243905	5.622690794773775	24.080085348865744	28.139505726655923	6.858987932296658	17.954851189026936	0.9957598499061909	15.950740953381793	11.424627987043884	8.390219276512026	8.43839809344806	5.046701624930725	12.8
974	6.53346606178116	9.84739620387275	31.981647653901316	6.825618314633917	24.045435111955513	5.61741007143706	2.2035982335548394	319.61194223004367	44.05601801934735	20.05077690862277	14.149494636138483	57.22851900827294	14.474561966158792	14.66979417502061	7.345256720047007	1.8294198363363603	12.303567218361296	18.755670062461594	14.97901305269698	21.583353438403055	8.76
617	12.889030214354657	9.99112396928915	9.002561973102862	2.8469736890614077	13.113907252258947	4.861677741452098	12.163089692841114	194.08215564106794	25.200599055026906	3.4628918050328723	30.003728721534383	31.390015268221813	1.7216215314529557	7.512383282179773	0	8.257469028830148	10.524791866694775	10.887871513767005	10.2778416717449	0	16.16
1104	1.9944710235563894	20.43556824535675	25.42889648938681	10.401248146005509	38.18049048239726	17.749065576240195	32.426170042460654	348.7993092243965	32.9592600955629	29.78847777353331	8.31754593349163	55.13047515223034	4.953179973111083	13.348073632268711	10.291854232958928	21.506224851028023	9.030185103727629	12.834404247091713	46.65811944472359	0	14.45
1384	3.1493846107312393	12.590752117428526	12.952802253474363	5.91795203014555	14.051730506802558	5.060038018496763	13.441259300286156	202.40068289683373	22.145752977126985	2.2362833175138146	31.054656006169388	0	10.484313137841365	7.513366152526696	7.403953537468387	14.066629769810511	7.9086061871080515	8.595819870781087	12.466853772543345	7.870076568363778	15.83
355	10.577214352533725	16.322865602669005	48.1384433027859	19.648457550114085	30.65258051711692	0	47.021524526370385	335.3093636607141	76.103180959962	53.75195067724101	32.01629402508837	104.7679043467775	13.612119362005256	17.73779509969654	0.724119762351469	23.891107387679735	31.188484732430865	29.471332154515586	31.603683285945394	11.035901705655544	0.91
1205	1.3296175708108167	7.4481168266497955	19.839309949021864	2.430594457184327	19.159263713532898	3.750838841871691	4.249326356605911	135.1669966566483	14.34187742825292	5.413010382696291	11.78852164978165	34.85429427318402	3.7481650250708793	6.615885558544991	0.819055990039377	7.355395854499684	3.706471211799201	3.7326636589380415	18.445424633271617	2.1751349571894627	4.67
563	1.875994985066714	12.451067746457047	20.382032762093708	11.218901687308382	32.46447925716456	16.080916442050906	26.48038136968001	209.77790406096986	72.09648949842911	5.648085925714581	22.297699563448546	34.05418229421487	0	4.745317385866166	0.9588887294849446	16.966056666650267	25.759487350512536	25.24674817947405	29.73695357159827	0	0.44
415	2.9549803796493763	13.84863129342279	38.777769516492526	7.604643127471911	35.06997742245299	4.949082185021192	9.001849564081908	266.64732548721446	49.68998321431398	42.64377120377985	18.728937961292196	99.69173484128733	9.526548010451327	20.01406552301204	3.828303023466138	15.473127411280412	21.506634288333384	1.9364503810133442	21.085627062254837	5.720382644329887	2.85
963	8.442389904130943	15.097230332710586	37.485487770013435	16.96328283344117	38.12854576100101	8.841683441089456	48.259427956027785	315.6919616205791	24.52686545720222	3.2130987568985	34.706291747020124	104.16353157591406	12.808051367705529	34.63905948386929	5.534449203473497	26.30350358747251	25.060614626480408	38.26495711677072	35.64819413639326	9.559882738454608	2.46
146	3.720813184347331	19.88003967028135	32.18474198230094	7.244055414250354	26.15408466723243	10.340807773704464	17.29946547622969	436.57587463586407	38.86494939117992	24.914124405836468	60.76123928547883	70.72827955657117	7.897955851894714	10.19643493817861	0	24.471616594594124	15.056639789113095	36.21984704872938	19.390281505704667	27.338968831119864	8.14
520	0	0.9598314236576432	8.123858618048077	2.1417689083134848	10.779017961594558	1.5838241041864858	2.445418209385699	107.11788329872962	6.96205309992477	3.919307422292353	2.1915220601375713	3.6112633119377753	3.732224191368694	1.2067051555513149	0.8251694351730917	5.245617716972733	3.7101042964087183	0	11.186440037759182	2.7443721763552382	4.86
