Specified	Condition	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount	CorrectCover	MatchCover	EpochComplete
[14]	['1']	8.1325;16.5187	0.4592307203026075	0.4592307203026075	1	265.33174029325875	4998	940	0.05	265.33174029325875	1052	1981	372	703	1	GA_CrossoverC_MutationC
[7, 12]	[[356.4372658298243, 441.83549999999997], '1']	8.1325;16.1275	0.9093560630566518	0.9093560630566518	1	262.6414368484467	4942	940	0.1	262.6414368484467	329	329	116	116	1	GA_CrossoverC_MutationC
[7, 9, 16]	[[-45.269999999999996, 81.258], '0', '1']	-2.4536957279389817;3.357399405893651	0.9592728717692455	0.9592728717692455	2	318.32107914292436	4977	947	0.15	636.6421582858487	154	154	56	56	1	GA_MutationC
[7]	[[-32.58749999999998, 327.1875]]	1.3422000000000005;8.3778	0.584188609701104	0.584188609701104	1	317.74369383071814	4993	948	0.05	296.9296172883977	1800	2749	641	978	1	GA_CrossoverP_MutationC
[11, 7]	['0', [307.89750000000004, 530.37]]	12.3613;16.5187	0.6517267275449645	0.6517267275449645	1	238.32284304250902	4990	951	0.1	238.32284304250902	955	1360	335	482	1	GA_MutationC
[7, 4]	[[-45.269999999999996, 81.258], '0']	-2.4536957279389817;3.357399405893651	0.9569887612755468	0.9569887612755468	5	315.74772853067964	4977	959	0.1	1578.738642653398	519	519	187	187	1	GA_MutationC
[7, 8, 5]	[[-45.269999999999996, 81.258], '0', '0']	-2.4536957279389817;3.357399405893651	0.9566635084862435	0.9566635084862435	2	343.08215685761786	4952	959	0.15	686.1643137152357	261	261	93	93	1	GA_MutationC
[7]	[[102.98400000000001, 371.616]]	5.6419999999999995;11.098203859928223	0.5620044496831194	0.5620044496831194	1	283.6563706522997	4993	961	0.05	254.32046331537464	1395	2262	497	809	1	GA_CrossoverC_MutationC
[7, 8, 13]	[[367.563, 530.37], '0', '0']	12.3613;16.5187	0.9392385278392981	0.9392385278392981	1	285.9984536118066	4990	964	0.15	285.9984536118066	376	376	133	133	1	GA_MutationC
[11, 16, 7, 13]	['1', '0', [-5.953499999999991, 142.7535], '2']	-4.077;3.7978999999999994	0.9490634771732332	0.9490634771732332	1	150.90186666666665	3852	972	0.2	150.90186666666665	6	6	2	2	1	GA_MutationC
[11, 4, 7, 13]	['1', '0', [-5.953499999999991, 142.7535], '2']	-4.077;3.7978999999999994	0.6327089847821554	0.6327089847821554	1	158.03807573333333	3852	972	0.2	158.03807573333333	6	9	2	3	1	GA_MutationC
[7, 16]	[[394.251, 522.6468981656775], '0']	12.3613;16.5187	0.9461210131332082	0.9461210131332082	2	338.1110358596675	4990	980	0.1	676.222071719335	478	478	170	170	1	GA_CrossoverC_MutationC
[7, 8, 6]	[[394.251, 530.37], '0', '0']	12.3613;16.5187	0.9478271707738685	0.9478271707738685	1	323.9916381926776	4990	980	0.15	323.9916381926776	500	500	178	178	1	GA_CrossoverC_MutationC
[11, 8, 4, 18, 2, 19]	['0', '1', '1', '0', '0', '0']	0.4621000000000004;7.177899999999999	0.4665806754221389	0.4665806754221389	1	231.72501993359552	4921	984	0.3	231.72501993359552	22	45	8	16	1	GA_CrossoverC_MutationC
[11, 8, 4, 7]	['0', '1', '1', [-30.803999999999988, 276.204]]	0.4621000000000004;7.177899999999999	0.6967085910175341	0.6967085910175341	1	281.69564248141637	4927	984	0.2	281.69564248141637	58	76	21	27	1	GA_CrossoverC_MutationC
[7, 12]	[[148.53900000000002, 273.261], '0']	5.6419999999999995;10.182850017879112	0.8517395090645756	0.8517395090645756	1	256.51927158814095	4980	985	0.1	256.51927158814095	403	444	146	161	1	GA_CrossoverC_MutationC_RangeError
[7]	[[31.012500000000017, 390.7875]]	5.6419999999999995;12.038	0.4827588207379152	0.4827588207379152	1	300.1462625974274	4993	985	0.05	274.93282824678425	1607	3002	578	1078	1	GA_CrossoverC_MutationC
[7]	[[276.3615, 473.0385]]	12.3613;16.5187	0.5354410135852978	0.5354410135852978	1	240.14933526802574	4990	986	0.05	240.14933526802574	927	1620	330	581	1	GA_CrossoverC_MutationC
[7]	[[14.754000000000005, 187.44599999999997]]	-2.9178999999999995;5.5169999999999995	0.7645492891471097	0.7645492891471097	1	277.34678868484576	4991	987	0.05	277.34678868484576	1193	1436	427	517	1	GA_CrossoverC_MutationC
[7, 6, 1, 5]	[[-45.269999999999996, 113.71991414946034], '0', '0', '1']	-2.9178999999999995;5.5169999999999995	0.9373514696685428	0.9373514696685428	1	331.5962025348843	4991	987	0.2	331.5962025348843	163	163	58	58	1	GA_CrossoverC_MutationC
[7, 4]	[[191.1375, 319.70399999999995], '0']	5.6419999999999995;12.038	0.9322092080420925	0.9322092080420925	1	334.3690171716983	4985	1003	0.1	317.7112714646229	884	884	317	317	1	GA_MutationC
[7, 10, 15]	[[206.21992922656042, 319.70399999999995], '1', '1']	5.6419999999999995;12.038	0.9485616010006254	0.9485616010006254	1	304.5311662508816	4917	1003	0.15	304.5311662508816	76	76	28	28	1	GA_MutationC
[7, 18]	[[394.251, 530.37], '1']	12.3613;16.5187	0.948965638246126	0.948965638246126	2	363.57326975142337	4920	1010	0.1	727.1465395028467	250	250	90	90	1	GA_MutationC
[7, 13]	[[-45.269999999999996, 81.258], '1']	-2.4536957279389817;3.357399405893651	0.9548472295465343	0.9548472295465343	1	327.6265815120975	4991	1012	0.1	327.6265815120975	270	270	98	98	1	GA_CrossoverP_MutationC
[7, 9, 4]	[[-45.269999999999996, 81.258], '0', '0']	-2.4536957279389817;3.357399405893651	0.9575276097646833	0.9575276097646833	1	319.31878238635517	4977	1012	0.15	319.31878238635517	431	431	158	158	1	GA_CrossoverP_MutationC
[7, 8, 4]	[[-45.269999999999996, 81.258], '0', '1']	-2.4536957279389817;3.357399405893651	0.9585972526149098	0.9585972526149098	2	334.4546500454021	4991	1018	0.15	668.9093000908042	87	87	30	30	1	GA_CrossoverP_MutationC
[7, 10, 3]	[[-45.269999999999996, 81.258], '0', '2']	-2.4536957279389817;3.357399405893651	0.9582655282858582	0.9582655282858582	1	342.06180351186026	4991	1018	0.15	342.06180351186026	105	105	38	38	1	GA_CrossoverP_MutationC
[7, 16]	[[191.1375, 311.0625], '0']	5.6419999999999995;12.038	0.9399967806883521	0.9399967806883521	1	320.78803092950267	4985	1019	0.1	300.7350386618783	653	653	237	237	1	GA_MutationC
[7, 11]	[[148.53900000000002, 273.261], '0']	5.6419999999999995;10.182850017879112	0.8395975769926352	0.8395975769926352	1	312.985570623341	4993	1019	0.1	290.9819632791762	861	963	312	349	1	GA_MutationC
[0, 7]	['1', [308.4945, 530.37]]	12.3613;16.5187	0.6514583160660152	0.6514583160660152	1	254.62359129854485	4990	1021	0.1	254.62359129854485	482	687	173	249	1	GA_MutationC
[7, 8, 13]	[[-45.269999999999996, 113.71991414946034], '0', '0']	-4.077;5.5169999999999995	0.935862691960253	0.935862691960253	1	311.0645399606618	4977	1025	0.15	311.0645399606618	324	324	117	117	1	GA_CrossoverP_MutationC
[4, 16, 7]	['0', '0', [-5.953499999999991, 142.7535]]	-2.9178999999999995;3.7978999999999994	0.6926915670978571	0.6926915670978571	1	313.9557143661415	4970	1025	0.15	313.9557143661415	459	629	167	228	1	GA_CrossoverP_MutationC
[12, 7]	['0', [130.557, 312.84299999999996]]	5.6419999999999995;10.182850017879112	0.7028030998475279	0.7028030998475279	1	256.5662859875375	4980	1039	0.1	256.5662859875375	482	640	176	233	1	GA_MutationC
[11, 13, 7]	['0', '1', [286.26300000000003, 487.73699999999997]]	12.3613;16.5187	0.6097603363213122	0.6097603363213122	1	254.57143713421428	4962	1043	0.15	254.57143713421428	403	619	146	225	1	GA_MutationC
[7, 11, 8]	[[367.563, 530.37], '0', '0']	12.3613;16.5187	0.9394899155722326	0.9394899155722326	2	297.6165315418907	4990	1043	0.15	595.2330630837814	693	693	248	248	1	GA_MutationC
[7, 6]	[[394.251, 530.37], '0']	12.3613;16.5187	0.9485739463788244	0.9485739463788244	4	327.91239210357156	4990	1054	0.1	1311.6495684142863	636	636	231	231	1	GA_MutationC
[7, 16]	[[191.1375, 311.0625], '1']	5.6419999999999995;12.038	0.9317616988878918	0.9317616988878918	1	343.8507319282292	4993	1060	0.1	343.8507319282292	323	323	115	115	1	GA_MutationC
[7, 2]	[[191.1375, 331.8048425536795], '0']	5.6419999999999995;12.038	0.926632247780161	0.926632247780161	1	341.6885914019161	4993	1060	0.1	326.8607392523951	1147	1147	419	419	1	GA_MutationC
[7, 8, 0]	[[-45.269999999999996, 113.71991414946034], '0', '1']	-4.077;5.5169999999999995	0.9321959402196466	0.9321959402196466	1	301.29305028289093	4964	1061	0.15	301.29305028289093	296	296	107	107	1	GA_MutationC
[7, 8, 5]	[[-45.269999999999996, 113.71991414946034], '0', '0']	-4.077;5.5169999999999995	0.9322526098042045	0.9322526098042045	1	283.4446622793349	4964	1061	0.15	283.4446622793349	356	356	130	130	1	GA_MutationC
[7, 4]	[[367.563, 530.37], '0']	12.3613;16.5187	0.938147704985684	0.938147704985684	1	277.50865050481	4990	1064	0.1	277.50865050481	811	811	294	294	1	GA_MutationC
[7, 18]	[[346.54949999999997, 441.83549999999997], '1']	8.1325;16.5187	0.9204109527217397	0.9204109527217397	1	256.2266157092824	4998	1073	0.1	256.2266157092824	263	263	97	97	1	GA_MutationC
[7, 1, 9]	[[-45.269999999999996, 113.71991414946034], '0', '0']	-4.077;5.5169999999999995	0.9360223301328036	0.9360223301328036	1	325.8785720566588	4991	1081	0.15	325.8785720566588	464	464	170	170	1	GA_CrossoverP_MutationC
[7, 17]	[[191.1375, 311.0625], '0']	5.6419999999999995;12.038	0.9348337368975268	0.9348337368975268	1	326.89964003752345	4944	1085	0.1	308.3745500469043	637	637	234	234	1	GA_MutationC
[9, 16]	['0', '0']	5.6419999999999995;12.038	0.3735069092512321	0.3735069092512321	1	289.9776525655383	4985	1085	0.1	262.2220657069228	866	2123	323	783	1	GA_MutationC
[7, 16]	[[-45.269999999999996, 81.258], '1']	-2.4536957279389817;3.357399405893651	0.9576956623145015	0.9576956623145015	1	311.7721680227295	4977	1088	0.1	311.7721680227295	182	182	69	69	1	GA_CrossoverC_MutationC
[7, 11, 5]	[[402.14999272301935, 530.37], '0', '1']	12.3613;16.5187	0.9439396111333628	0.9439396111333628	1	303.6560618748278	4990	1090	0.15	303.6560618748278	244	244	89	89	1	GA_MutationC
[7, 10]	[[191.1375, 311.0625], '0']	5.6419999999999995;12.038	0.9351670687036541	0.9351670687036541	2	345.8927954746706	4993	1094	0.1	664.2319886866766	755	755	280	280	1	GA_CrossoverP_MutationC
[7, 4]	[[191.1375, 311.0625], '1']	5.6419999999999995;12.038	0.9406186243451338	0.9406186243451338	1	314.10235104972446	4993	1094	0.1	314.10235104972446	167	167	61	61	1	GA_CrossoverP_MutationC
[8, 10, 7]	['0', '0', [-45.269999999999996, 181.69199999999998]]	-2.4536957279389817;3.357399405893651	0.4683160185415296	0.4683160185415296	1	300.56539438257954	4991	1098	0.15	300.56539438257954	380	768	139	283	1	GA_CrossoverP_MutationC
[19]	['0']	8.1325;16.1275	0.43121549384655	0.43121549384655	1	293.5027352383073	4998	1106	0.05	266.6284190478841	1177	2384	437	884	1	GA_CrossoverC_MutationC
[7]	[[186.705, 522.495]]	8.1325;16.5187	0.7188300466822202	0.7188300466822202	1	299.620709386273	4998	1106	0.05	274.27588673284123	1981	2400	733	887	1	GA_CrossoverC_MutationC
[18, 7]	['1', [304.5435, 443.65650000000005]]	12.3613;16.5187	0.5972908792633077	0.5972908792633077	1	237.36770978542722	4956	1110	0.1	237.36770978542722	232	366	87	138	1	GA_CrossoverP_MutationC
[7, 11, 8]	[[-45.269999999999996, 62.734735105198695], '1', '0']	-4.077;3.7978999999999994	0.9555996536296724	0.9555996536296724	1	276.8334525866511	4977	1124	0.15	276.8334525866511	38	38	13	13	1	GA_CrossoverC
[7, 11, 8, 9, 4, 19]	[[-45.269999999999996, 77.655], '1', '0', '0', '0', '0']	-4.077;3.7978999999999994	0.9604759919394066	0.9604759919394066	1	269.7357251145321	4562	1124	0.3	269.7357251145321	25	25	9	9	1	GA_CrossoverC_MutationC
[7, 1]	[[149.187, 427.413], '0']	5.6419999999999995;12.038	0.6344173060630901	0.6344173060630901	1	288.2836830362655	4993	1127	0.1	260.10460379533185	1019	1452	385	547	1	GA_MutationC_RangeError
[7, 10]	[[-45.269999999999996, 81.258], '1']	-2.4536957279389817;3.357399405893651	0.9555341926785467	0.9555341926785467	2	326.24718925202103	4977	1134	0.1	652.4943785040421	161	161	60	60	1	GA_CrossoverC_MutationC
[11, 8, 7, 10]	['0', '1', [-30.803999999999988, 276.204], '0']	0.4621000000000004;7.177899999999999	0.6845519946565244	0.6845519946565244	1	297.26839292427314	4972	1141	0.2	271.33549115534146	302	394	112	147	1	GA_MutationC
[8, 4, 7, 12]	['1', '1', [-30.803999999999988, 276.204], '0']	0.4621000000000004;7.177899999999999	0.738690848446946	0.738690848446946	1	254.37971090388314	4471	1141	0.2	254.37971090388314	27	33	10	12	1	GA_MutationC
[7]	[[-25.137, 176.337]]	-2.4536957279389817;3.357399405893651	0.4778490505225521	0.4778490505225521	1	279.9160854776596	4991	1144	0.05	279.9160854776596	707	1400	262	522	1	GA_CrossoverC_MutationC
[8, 5, 14]	['0', '0', '1']	-4.077;5.5169999999999995	0.2614849341602392	0.2614849341602392	1	243.91380070350854	4964	1159	0.15	243.91380070350854	216	771	82	288	1	GA_MutationC
[7, 11, 4, 18, 2]	[[44.739, 169.46099999999998], '0', '1', '0', '0']	0.4621000000000004;7.177899999999999	0.9381621088938162	0.9381621088938162	2	277.2631318679465	4991	1159	0.25	554.526263735893	93	93	33	33	1	GA_MutationC
[7, 13]	[[191.1375, 331.8048425536795], '1']	5.6419999999999995;12.038	0.9258734152026835	0.9258734152026835	1	304.65539422131417	4985	1162	0.1	304.65539422131417	464	464	176	176	1	GA_MutationC
[7, 17]	[[191.1375, 319.70399999999995], '0']	5.6419999999999995;12.038	0.9315963039148464	0.9315963039148464	1	326.8996091305039	4944	1162	0.1	308.3745114131299	656	656	249	249	1	GA_MutationC
[7, 13]	[[394.251, 530.37], '2']	12.3613;16.5187	0.9480674219464088	0.9480674219464088	1	304.8871126732412	4763	1165	0.1	304.8871126732412	75	75	26	26	1	GA_MutationC
[7, 1]	[[367.563, 530.37], '1']	12.3613;16.5187	0.941016945898204	0.941016945898204	1	313.2532538420305	4962	1165	0.1	313.2532538420305	321	321	114	114	1	GA_MutationC
[7, 17, 5]	[[-45.269999999999996, 81.258], '1', '0']	-2.4536957279389817;3.357399405893651	0.9511752699710422	0.9511752699710422	1	334.4485082903674	4941	1176	0.15	334.4485082903674	109	109	40	40	1	GA_CrossoverC_MutationC
[10, 8, 7]	['0', '0', [-45.269999999999996, 213.79199999999997]]	-1.9025963552360432;2.8063000331907126	0.31575259648163256	0.31575259648163256	1	300.4692900363199	4991	1176	0.15	300.4692900363199	302	905	112	341	1	GA_CrossoverC_MutationC
[7, 9]	[[367.563, 530.37], '2']	12.3613;16.5187	0.9867581300813009	0.9867581300813009	1	258.6691892105992	3739	1181	0.1	258.6691892105992	10	10	4	4	1	GA_CrossoverP_MutationC
[7, 11, 4, 18, 13]	[[44.739, 169.46099999999998], '0', '1', '0', '0']	0.4621000000000004;7.177899999999999	0.9478319783197832	0.9478319783197832	1	264.28854362636673	4921	1189	0.25	264.28854362636673	34	34	12	12	1	GA_CrossoverP_MutationC
[12, 17, 7]	['0', '1', [92.44650000000001, 241.1535]]	5.6419999999999995;10.182850017879112	0.4947244370084497	0.4947244370084497	1	248.83240829446618	4926	1189	0.15	248.83240829446618	67	128	25	48	1	GA_CrossoverP_MutationC
[7, 19]	[[394.251, 530.37], '0']	12.3613;16.5187	0.9464667864704597	0.9464667864704597	1	343.02290442670875	4962	1190	0.1	343.02290442670875	442	442	166	166	1	GA_MutationC
[10, 3]	['0', '2']	-2.4536957279389817;3.357399405893651	0.1647045837638429	0.1647045837638429	1	285.6053048578974	4991	1193	0.1	285.6053048578974	105	610	40	232	1	GA_CrossoverC_MutationC
[17, 7, 2]	['1', [92.44650000000001, 241.1535], '0']	5.6419999999999995;10.182850017879112	0.42945699126176595	0.42945699126176595	1	279.1519087599011	4993	1197	0.15	279.1519087599011	161	355	61	133	1	GA_CrossoverP_MutationC
[7, 2]	[[10.878, 175.29937920151508], '0']	1.3422000000000005;8.3778	0.7940975014145746	0.7940975014145746	1	283.3177824837275	4991	1202	0.1	283.3177824837275	1106	1273	421	483	1	GA_CrossoverP_MutationC
[7]	[[84.04800000000002, 237.55200000000002]]	1.3422000000000005;8.3778	0.9129416411573024	0.9129416411573024	3	276.8669742933558	4993	1202	0.05	737.5011536000841	1250	1250	475	475	1	GA_CrossoverP_MutationC
[7, 8]	[[394.251, 489.33516365069977], '0']	12.3613;16.5187	0.9473446237636387	0.9473446237636387	1	317.2928603102579	4990	1207	0.1	317.2928603102579	551	551	206	206	1	GA_CrossoverC_MutationC
[7, 4, 18]	[[-45.269999999999996, 81.258], '1', '1']	-2.4536957279389817;3.357399405893651	0.9691677136291408	0.9691677136291408	1	305.6950061348901	4941	1211	0.15	305.6950061348901	35	35	12	12	1	GA_MutationC
[7, 4, 13, 6, 18, 1]	[[-45.269999999999996, 225.198], '1', '1', '0', '1', '1']	-2.6678999999999995;4.047899999999999	0.941213258286429	0.941213258286429	1	208.51370666666668	4480	1211	0.3	208.51370666666668	9	9	3	3	1	GA_MutationC_RangeError
[8]	['0']	8.1325;16.1275	0.44602308787755995	0.44602308787755995	1	278.98550215649874	4998	1219	0.05	278.98550215649874	1448	2830	550	1079	1	GA_MutationC
[13]	['1']	8.1325;16.1275	0.43084541845167834	0.43084541845167834	1	261.6066596912885	4985	1219	0.05	261.6066596912885	783	1603	301	614	1	GA_MutationC
[7, 8, 4, 11]	[[-45.269999999999996, 98.04473810709557], '0', '1', '0']	-2.4536957279389817;3.357399405893651	0.9488722747510567	0.9488722747510567	1	325.7699048405592	4991	1221	0.2	325.7699048405592	92	92	34	34	1	GA_MutationC
[11, 8, 4, 18, 0, 7]	['0', '0', '1', '0', '2', [-8.0595, 121.4595]]	-2.6678999999999995;4.047899999999999	0.9512668073796122	0.9512668073796122	1	308.2043872765885	4904	1221	0.3	308.2043872765885	23	23	8	8	1	GA_MutationC
[7, 10]	[[162.3375, 237.55200000000002], '0']	5.6419999999999995;11.076341676627521	0.9128868832374919	0.9128868832374919	1	307.16091582213807	4993	1228	0.1	283.7011447776726	480	480	186	186	1	GA_CrossoverC
[7, 11, 16]	[[367.563, 530.37], '0', '0']	12.3613;16.5187	0.9391932931567077	0.9391932931567077	1	304.8512730478217	4990	1232	0.15	304.8512730478217	524	524	198	198	1	GA_MutationC
[7, 13, 18]	[[367.563, 530.37], '1', '1']	12.3613;16.5187	0.9448412911130681	0.9448412911130681	1	366.5941715592304	4920	1232	0.15	366.5941715592304	127	127	49	49	1	GA_MutationC
[7, 9]	[[-45.269999999999996, 81.258], '0']	-2.4536957279389817;3.357399405893651	0.9582683428858324	0.9582683428858324	3	328.67081339527624	4991	1235	0.1	986.0124401858287	513	513	195	195	1	GA_MutationC
[7, 6]	[[-45.269999999999996, 81.258], '0']	-1.8823080677708106;2.78601174572548	0.8959512532218871	0.8959512532218871	1	338.9864629160313	4991	1235	0.1	338.9864629160313	474	507	179	192	1	GA_MutationP
[10, 6]	['1', '0']	5.6419999999999995;12.038	0.35593358923532137	0.35593358923532137	1	270.97606790567096	4917	1242	0.1	270.97606790567096	297	752	112	283	1	GA_CrossoverP_MutationC
[7, 11, 8]	[[206.21992922656042, 319.70399999999995], '0', '0']	5.6419999999999995;12.038	0.9409780906454964	0.9409780906454964	1	330.7966092240897	4993	1242	0.15	330.7966092240897	622	622	242	242	1	GA_CrossoverP_MutationC
[1]	['2']	12.3613;16.5187	0.3755444135343209	0.3755444135343209	1	312.92219253774965	4706	1246	0.05	312.92219253774965	59	156	23	58	1	GA_CrossoverC_MutationC
[9, 19]	['0', '0']	-1.8823080677708106;3.357399405893651	0.18157679809170613	0.18157679809170613	1	294.7763830337768	4991	1248	0.1	268.220478792221	373	1932	142	746	1	GA_CrossoverP_MutationC
[7, 8, 11, 1]	[[-45.269999999999996, 81.258], '0', '0', '1']	-2.4536957279389817;3.357399405893651	0.9576885385863984	0.9576885385863984	1	348.42493652350765	4952	1258	0.2	348.42493652350765	146	146	58	58	1	GA_CrossoverC_MutationC
[7, 4, 13]	[[-45.269999999999996, 98.04473810709557], '1', '0']	-2.4536957279389817;3.357399405893651	0.9556013142496972	0.9556013142496972	1	329.6008825220325	4941	1258	0.15	329.6008825220325	53	53	20	20	1	GA_CrossoverC_MutationC
[7, 11, 5, 9]	[[326.478, 530.37], '0', '1', '0']	12.3613;16.5187	0.7351843761840202	0.7351843761840202	1	251.07809920088923	4990	1260	0.2	251.07809920088923	281	358	108	137	1	GA_CrossoverP_MutationC_RangeError
[7, 2]	[[394.251, 530.37], '0']	12.3613;16.5187	0.947381116512214	0.947381116512214	1	322.6914222959219	4990	1260	0.1	322.6914222959219	692	692	264	264	1	GA_CrossoverP_MutationC
[7, 8, 16]	[[206.21992922656042, 319.70399999999995], '0', '1']	5.6419999999999995;12.038	0.9425371376590889	0.9425371376590889	2	354.3495712775189	4993	1261	0.15	708.6991425550378	199	199	77	77	1	GA_MutationC
[7, 11, 16]	[[206.21992922656042, 319.70399999999995], '0', '1']	5.6419999999999995;12.038	0.9394322538543111	0.9394322538543111	1	358.19324597417835	4993	1261	0.15	358.19324597417835	242	242	92	92	1	GA_MutationC
[11, 7]	['0', [-45.269999999999996, 196.72050000000002]]	-2.4536957279389817;3.357399405893651	0.4284566911409219	0.4284566911409219	1	285.50446099305026	4991	1272	0.1	285.50446099305026	621	1377	238	529	1	GA_CrossoverC_MutationC
[10, 9, 7]	['0', '0', [-45.269999999999996, 215.90849999999998]]	-2.4536957279389817;3.357399405893651	0.3871108192495979	0.3871108192495979	1	277.95630985714763	4991	1272	0.15	277.95630985714763	424	1027	162	399	1	GA_CrossoverC_MutationC
[7, 4]	[[276.82623200595816, 504.8505], '0']	8.1325;16.5187	0.8848720021163324	0.8848720021163324	1	235.7868878459222	4998	1275	0.1	235.7868878459222	1326	1326	513	513	1	GA_MutationC
[7, 11]	[[-45.269999999999996, 113.71991414946034], '0']	-0.633299806033742;3.232399806033742	0.7289410115390125	0.7289410115390125	1	319.5319538076148	4991	1278	0.1	319.5319538076148	597	783	230	301	1	GA_CrossoverP_MutationC_MutationP
[9, 7, 0]	['0', [-45.269999999999996, 215.90849999999998], '1']	-2.4536957279389817;3.357399405893651	0.3926905194052007	0.3926905194052007	1	281.942396718509	4972	1278	0.15	281.942396718509	261	638	100	243	1	GA_CrossoverP_MutationC
[18, 7]	['0', [274.611, 530.37]]	12.3613;16.5187	0.5259501972997084	0.5259501972997084	1	253.6875822787138	4990	1285	0.1	253.6875822787138	578	1015	221	394	1	GA_CrossoverC_MutationC
[7, 16, 4]	[[206.21992922656042, 319.70399999999995], '1', '0']	5.6419999999999995;12.038	0.9392014587430396	0.9392014587430396	1	342.4807718209686	4955	1290	0.15	342.4807718209686	214	214	83	83	1	GA_MutationC
[7, 2, 6]	[[346.54949999999997, 441.83549999999997], '0', '0']	8.1325;16.5187	0.9240915409315695	0.9240915409315695	2	248.76444360204164	4998	1294	0.15	497.5288872040833	614	614	238	238	1	GA_CrossoverP_MutationC
[18, 7]	['1', [300.9405, 430.4595]]	8.1325;16.5187	0.9315899956852878	0.9315899956852878	1	222.95120177222958	4998	1294	0.1	222.95120177222958	326	326	129	129	1	GA_CrossoverP_MutationC
[11, 4, 7]	['1', '1', [-45.269999999999996, 183.81750000000002]]	-4.077;3.7978999999999994	0.5417765567765568	0.5417765567765568	1	206.53740759270303	4668	1307	0.15	206.53740759270303	11	19	4	7	1	GA_CrossoverC_MutationC
[7, 8, 5]	[[206.21992922656042, 319.70399999999995], '0', '1']	5.6419999999999995;12.038	0.9401217742220963	0.9401217742220963	1	330.8627794929941	4993	1308	0.15	330.8627794929941	267	267	106	106	1	GA_MutationC
[6]	['0']	12.3613;16.5187	0.23628570191313203	0.23628570191313203	2	297.5785313695872	4990	1313	0.05	543.446328423968	801	3177	313	1242	1	GA_CrossoverC_MutationC
[7, 8, 1, 15]	[[-45.269999999999996, 81.258], '0', '1', '0']	-2.4536957279389817;3.357399405893651	0.9608987378767798	0.9608987378767798	1	349.312545657587	4831	1317	0.2	349.312545657587	100	100	41	41	1	GA_CrossoverP_MutationC
[7, 10, 1]	[[394.251, 508.1535], '0', '0']	12.3613;16.5187	0.9486896351235147	0.9486896351235147	1	316.4927498464195	4990	1319	0.15	316.4927498464195	323	323	128	128	1	GA_CrossoverC_MutationC
[6, 13]	['0', '2']	12.3613;16.5187	0.28287461249302337	0.28287461249302337	1	230.33303715193483	4763	1319	0.1	230.33303715193483	78	244	28	93	1	GA_CrossoverC_MutationC
[7]	[[98.463, 299.937]]	5.6419999999999995;12.038	0.6245722682367536	0.6245722682367536	1	296.1817598119441	4993	1331	0.05	269.97719976493016	1064	1574	419	615	1	GA_CrossoverC_MutationC
[7, 11, 17]	[[191.1375, 319.70399999999995], '0', '0']	5.6419999999999995;12.038	0.9324359384003649	0.9324359384003649	1	329.4025689507141	4944	1331	0.15	311.50321118839264	581	581	229	229	1	GA_CrossoverC
[7, 11, 18]	[[-45.269999999999996, 81.258], '0', '1']	-2.9178999999999995;3.357399405893651	0.9563484916080731	0.9563484916080731	1	335.2023573778374	4972	1340	0.15	335.2023573778374	166	166	65	65	1	GA_MutationC
[7, 13, 17]	[[-45.269999999999996, 81.258], '0', '0']	-2.9178999999999995;3.357399405893651	0.9624343561851039	0.9624343561851039	2	361.41935062989415	4927	1340	0.15	722.8387012597883	173	173	67	67	1	GA_MutationC
[9]	['0']	-2.4536957279389817;3.357399405893651	0.1736586245495344	0.1736586245495344	1	292.53239465962645	4991	1346	0.05	265.41549332453303	564	3064	220	1208	1	GA_CrossoverC_MutationC
[7, 15, 4]	[[-45.269999999999996, 81.258], '1', '1']	-2.4536957279389817;3.357399405893651	0.964582680436422	0.964582680436422	1	326.545131661904	4941	1346	0.15	326.545131661904	36	36	13	13	1	GA_CrossoverC_MutationC
[7, 8, 17]	[[206.21992922656042, 319.70399999999995], '0', '1']	5.6419999999999995;12.038	0.9458117205606446	0.9458117205606446	1	336.9697158351406	4993	1348	0.15	336.9697158351406	213	213	85	85	1	GA_CrossoverP_MutationC
[7, 11, 2]	[[206.21992922656042, 319.70399999999995], '0', '0']	5.6419999999999995;12.038	0.9412845569197361	0.9412845569197361	1	346.45348152894337	4993	1348	0.15	332.8168519111792	775	775	307	307	1	GA_CrossoverP_MutationC
[11, 16, 17]	['0', '1', '1']	5.6419999999999995;12.038	0.32582468473175497	0.32582468473175497	1	315.87655812001617	4993	1362	0.15	315.87655812001617	139	392	57	158	1	GA_MutationC
[7, 11, 18]	[[206.21992922656042, 319.70399999999995], '0', '0']	5.6419999999999995;12.038	0.938656241431683	0.938656241431683	1	339.77920648320776	4955	1362	0.15	324.4740081040097	504	504	203	203	1	GA_MutationC
[7]	[[394.251, 522.6468981656775]]	12.3613;16.5187	0.9477353875912222	0.9477353875912222	3	322.6921364080281	4990	1364	0.05	968.0764092240843	681	681	269	269	1	GA_MutationC
[7, 6, 14]	[[399.8730913916852, 530.37], '0', '1']	12.3613;16.5187	0.9472822652315591	0.9472822652315591	1	344.42355535343455	4990	1364	0.15	344.42355535343455	290	290	114	114	1	GA_MutationC
