Specified	Condition	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount	CorrectCover	MatchCover	EpochComplete
[11, 16]	['0', '1']	8.1325;16.5187	0.42264168483680675	0.42264168483680675	1	295.09452834111005	4956	4133	0.1	295.09452834111005	125	259	125	259	0	GA_MutationC
[7, 11, 8]	[[405.6405367962136, 441.83549999999997], '0', '0']	12.480612463400089;15.499390570996399	0.9724698380075334	0.9724698380075334	1	412.678910399697	4962	4137	0.15	412.678910399697	48	48	48	48	0	GA_MutationC_MutationP
[7, 11, 18, 10]	[[405.6405367962136, 441.83549999999997], '0', '0', '1']	12.480612463400089;16.39938753659991	0.9826396579418378	0.9826396579418378	1	380.2614346788527	4813	4137	0.2	380.2614346788527	10	10	10	10	0	GA_MutationC
[4, 18, 7, 12, 6, 13]	['1', '0', [-8.0595, 121.4595], '0', '0', '0']	-2.9178999999999995;4.047899999999999	0.9735251198665833	0.9735251198665833	1	360.66591666666665	4677	4138	0.3	360.66591666666665	3	3	3	3	0	GA_MutationC
[7]	[[162.93900000000002, 287.661]]	5.6419999999999995;11.098203859928223	0.9303666427640782	0.9303666427640782	1	323.20079561917186	4993	4141	0.05	303.75099452396483	217	217	217	217	0	GA_MutationC
[7, 19]	[[216.61052926855103, 252.04660106649317], '0']	5.6419999999999995;11.098203859928223	0.9774837520104066	0.9774837520104066	1	395.8321213828319	4955	4141	0.1	394.54015172853985	41	41	41	41	0	GA_MutationC
[7, 15]	[[346.54949999999997, 434.80375479548195], '0']	10.660960895054957;16.5187	0.9531266824045248	0.9531266824045248	1	246.82959855309429	4998	4147	0.1	246.82959855309429	97	97	97	97	0	GA_MutationC
[7, 2, 5, 18, 9, 11, 13]	[[-45.269999999999996, 81.258], '0', '0', '0', '0', '0', '1']	0.2787471073594898;3.357399405893651	0.9553487695494075	0.9553487695494075	1	319.51962973043055	4544	4152	0.35	319.51962973043055	15	15	15	15	0	GA_MutationC
[7, 2, 8, 5, 18, 9, 12]	[[-45.269999999999996, 81.258], '0', '0', '0', '0', '0', '1']	0.2787471073594898;3.357399405893651	0.9596146098433358	0.9596146098433358	1	353.96637601866996	4562	4152	0.35	353.96637601866996	8	8	8	8	0	GA_MutationC
[7, 4]	[[216.61052926855103, 282.2625], '1']	5.6419999999999995;11.098203859928223	0.9734357783138271	0.9734357783138271	1	346.4598617752929	4993	4153	0.1	346.4598617752929	21	21	21	21	0	GA_CrossoverC_MutationC
[7, 11]	[[227.44044662858977, 282.2625], '0']	5.6419999999999995;12.038	0.9718505384546661	0.9718505384546661	3	374.7212664710836	4993	4153	0.1	1104.4547492665633	91	91	91	91	0	GA_CrossoverC_MutationC
[6]	['0']	0.4621000000000004;7.177899999999999	0.3885687175174134	0.3885687175174134	1	297.5785313695872	4991	4158	0.05	271.723164211984	314	725	314	725	0	GA_MutationC
[12, 14, 7]	['1', '1', [365.754, 530.37]]	12.3613;16.5187	0.9379486528038357	0.9379486528038357	1	307.31662083036156	4942	4165	0.15	307.31662083036156	48	48	48	48	0	GA_MutationC
[7, 12]	[[397.3951957365145, 465.036604431577], '1']	12.3613;16.5187	0.9641661663539712	0.9641661663539712	1	369.43998888079886	4942	4165	0.1	369.43998888079886	50	50	50	50	0	GA_MutationC
[7, 15, 6]	[[-45.269999999999996, 81.258], '1', '0']	-2.4536957279389817;5.2255202392152045	0.9210322449984936	0.9210322449984936	1	365.1093521133845	4970	4180	0.15	365.1093521133845	42	42	42	42	0	GA_CrossoverC_MutationC_MutationP
[7, 15, 6, 13]	[[-45.269999999999996, 81.258], '1', '0', '0']	-2.4536957279389817;3.357399405893651	0.9661175156916715	0.9661175156916715	2	365.1241979183368	4970	4180	0.2	730.2483958366736	21	21	21	21	0	GA_CrossoverC_MutationC
[7, 18, 4, 11]	[[-45.269999999999996, 81.258], '1', '1', '1']	-2.9178999999999995;3.357399405893651	0.9658119658119658	0.9658119658119658	1	270.4309302277713	4668	4187	0.2	270.4309302277713	3	3	3	3	0	GA_MutationC
[7, 9]	[[405.6405367962136, 441.83549999999997], '0']	13.993884274142223;16.5187	0.8025325962874188	0.8025325962874188	1	415.80827007597577	4920	4193	0.1	415.80827007597577	41	49	41	49	0	GA_MutationC_MutationP
[7, 12]	[[-45.269999999999996, 81.258], '0']	-2.9178999999999995;3.357399405893651	0.9552398992217644	0.9552398992217644	2	323.2285957358438	4977	4197	0.1	646.4571914716876	64	64	64	64	0	GA_CrossoverP_MutationC
[12, 17, 7]	['0', '1', [-45.269999999999996, 109.73850000000002]]	-2.9178999999999995;3.357399405893651	0.8431837234526692	0.8431837234526692	1	297.2566199644957	4977	4197	0.15	297.2566199644957	23	26	23	26	0	GA_CrossoverP_MutationC
[7, 18]	[[109.19571025051495, 166.7583656801791], '0']	0.4621000000000004;8.3778	0.9673308404558405	0.9673308404558405	1	245.4996842836831	4946	4198	0.1	245.4996842836831	72	72	72	72	0	GA
[18, 7]	['0', [42.66300000000001, 244.137]]	0.4621000000000004;8.3778	0.8986688294767563	0.8986688294767563	1	305.5920647995946	4991	4198	0.1	281.7400809994932	216	216	216	216	0	GA_MutationC
[7]	[[405.6405367962136, 441.83549999999997]]	12.480612463400089;16.116453341525954	0.9814700017321725	0.9814700017321725	1	410.43522096187274	4962	4199	0.05	410.43522096187274	62	62	62	62	0	GA_CrossoverP_MutationC_MutationP
[7, 5]	[[206.21992922656042, 282.2625], '0']	5.6419999999999995;11.098203859928223	0.9650172694008883	0.9650172694008883	1	363.2117243872161	4985	4204	0.1	363.2117243872161	66	66	66	66	0	GA_MutationC
[7, 18, 16, 6]	[[-45.269999999999996, 81.258], '1', '1', '0']	-2.4536957279389817;3.357399405893651	0.9614024436687488	0.9614024436687488	1	315.0869107932152	4977	4208	0.2	315.0869107932152	12	12	12	12	0	GA_CrossoverP_MutationC
[7, 6, 8]	[[-45.269999999999996, 81.258], '0', '1']	-2.4536957279389817;5.2255202392152045	0.9387197971348851	0.9387197971348851	1	316.4657343167703	4972	4208	0.15	316.4657343167703	29	29	29	29	0	GA_CrossoverP_MutationC
[7]	[[162.3375, 282.2625]]	5.6419999999999995;11.076341676627521	0.9298223240239629	0.9298223240239629	1	323.8386114476613	4993	4219	0.05	304.54826430957667	192	192	192	192	0	GA_CrossoverC_MutationC
[10, 17, 7]	['0', '1', [14.506500000000017, 355.0935]]	5.6419999999999995;11.098203859928223	0.4274169401809633	0.4274169401809633	1	323.87951398062904	4993	4219	0.15	323.87951398062904	57	123	57	123	0	GA_CrossoverC_MutationC
[7]	[[109.19571025051495, 132.19371876207276]]	-2.9178999999999995;8.3778	0.9883213693340946	0.9883213693340946	2	277.4502961803738	4946	4222	0.05	554.9005923607476	46	46	46	46	0	GA_CrossoverC_MutationC
[7, 9, 5, 0]	[[270.6825, 530.37], '0', '0', '1']	12.3613;16.5187	0.5568343276345469	0.5568343276345469	1	264.11461969101816	4962	4225	0.2	264.11461969101816	53	89	53	89	0	GA_MutationC_RangeError
[7, 18, 4]	[[397.3951957365145, 441.83549999999997], '0', '0']	12.3613;16.5187	0.9777299180043082	0.9777299180043082	1	387.50919570543084	4942	4225	0.15	387.50919570543084	36	36	36	36	0	GA_MutationC
[7, 15, 10, 12, 4]	[[-45.269999999999996, 81.258], '1', '0', '0', '1']	-2.9178999999999995;3.357399405893651	0.9637679892762093	0.9637679892762093	1	330.5724142047933	4320	4226	0.25	330.5724142047933	2	2	2	2	0	GA_CrossoverC_MutationC
[7, 12]	[[162.3375, 282.2625], '2']	5.6419999999999995;11.076341676627521	0.9241961232933826	0.9241961232933826	1	277.9023098004079	4896	4229	0.1	277.9023098004079	23	23	23	23	0	GA_CrossoverP_MutationC
[7, 12]	[[206.21992922656042, 282.2625], '2']	5.6419999999999995;11.098203859928223	0.9629961132484244	0.9629961132484244	1	334.72928145433883	4896	4229	0.1	334.72928145433883	12	12	12	12	0	GA_CrossoverP_MutationC
[7, 6]	[[-45.269999999999996, 81.258], '0']	-2.4536957279389817;5.2255202392152045	0.9253403953833934	0.9253403953833934	1	338.98646291708866	4991	4239	0.1	338.98646291708866	109	109	109	109	0	GA_MutationC
[7, 1]	[[346.54949999999997, 434.80375479548195], '1']	10.660960895054957;16.5187	0.956827831882149	0.956827831882149	1	284.951319478237	4998	4240	0.1	284.951319478237	53	53	53	53	0	GA_CrossoverP_MutationC
[9]	['0']	5.6419999999999995;11.098203859928223	0.30852534540341625	0.30852534540341625	1	292.53239465962645	4985	4245	0.05	265.41549332453303	214	633	214	633	0	GA_CrossoverC_MutationC
[7, 9]	[[197.57376049397016, 282.2625], '0']	5.6419999999999995;11.098203859928223	0.9545844678401045	0.9545844678401045	1	365.1843509259293	4985	4245	0.1	356.23043865741164	105	105	105	105	0	GA_CrossoverC_MutationC
[7]	[[397.3951957365145, 465.036604431577]]	12.3613;16.5187	0.9644818576514167	0.9644818576514167	1	368.42071362912185	4962	4251	0.05	368.42071362912185	104	104	104	104	0	GA_CrossoverC_MutationC
[12, 18, 14]	['1', '0', '1']	12.3613;16.5187	0.25061231178140175	0.25061231178140175	1	293.19427568063486	4942	4251	0.15	293.19427568063486	28	104	28	104	0	GA_CrossoverC
[7, 15]	[[84.04800000000002, 138.858], '0']	0.4621000000000004;7.177899999999999	0.971087001839918	0.971087001839918	1	268.78791810578554	4964	4254	0.1	268.78791810578554	69	69	69	69	0	GA_MutationC
[7]	[[84.04800000000002, 163.3385497966421]]	0.4621000000000004;7.177899999999999	0.9531142149028328	0.9531142149028328	1	223.41370876739046	4964	4254	0.05	223.41370876739046	135	135	135	135	0	GA
[7, 10]	[[216.61052926855103, 252.04660106649317], '0']	5.6419999999999995;11.098203859928223	0.9773578225933113	0.9773578225933113	1	394.00562378638335	4993	4256	0.1	392.2570297329792	40	40	40	40	0	GA_CrossoverC_MutationC
[7]	[[413.46911737438654, 441.83549999999997]]	12.3613;16.39938753659991	0.9850258805370378	0.9850258805370378	1	401.15776488541866	4920	4261	0.05	401.15776488541866	47	47	47	47	0	GA_CrossoverC
[7, 11, 15, 10, 18, 2]	[[405.6405367962136, 441.83549999999997], '0', '0', '1', '0', '0']	12.3613;16.5187	0.986100062539087	0.986100062539087	1	384.24292184083515	4795	4261	0.3	384.24292184083515	5	5	5	5	0	GA_CrossoverC_MutationC
[10]	['0']	0.4621000000000004;7.177899999999999	0.38861244799738937	0.38861244799738937	1	298.6388136542963	4991	4267	0.05	273.0485170678704	240	552	240	552	0	GA_MutationC
[7]	[[25.281000000000006, 284.319]]	0.4621000000000004;7.177899999999999	0.6568579046114349	0.6568579046114349	1	322.8863600040918	4991	4267	0.05	303.35795000511473	289	399	289	399	0	GA_MutationC
[7, 16]	[[216.61052926855103, 269.95128508770125], '0']	5.6419999999999995;11.098203859928223	0.9734939066601106	0.9734939066601106	1	362.06499854550356	4985	4268	0.1	352.33124818187946	52	52	52	52	0	GA_CrossoverC_MutationC
[7, 11, 19]	[[227.44044662858977, 282.2625], '0', '0']	5.6419999999999995;12.038	0.9747143100801637	0.9747143100801637	1	384.44027343216396	4955	4268	0.15	380.300341790205	44	44	44	44	0	GA_CrossoverC
[7, 16, 2, 14, 5, 18]	[[-45.269999999999996, 81.258], '1', '0', '2', '0', '0']	-2.4536957279389817;3.357399405893651	0.9747016811243734	0.9747016811243734	1	364.11182427168535	4886	4269	0.3	364.11182427168535	5	5	5	5	0	GA_CrossoverC_MutationC
[7, 2, 9, 8, 13]	[[-45.269999999999996, 81.258], '0', '0', '0', '1']	-2.4536957279389817;3.357399405893651	0.9555564267341843	0.9555564267341843	1	351.0110603193624	4991	4273	0.25	351.0110603193624	36	36	36	36	0	GA_CrossoverP_MutationC
[7, 10, 5]	[[394.251, 530.37], '0', '0']	12.3613;16.5187	0.9491920243120701	0.9491920243120701	1	341.2483394447023	4962	4277	0.15	341.2483394447023	64	64	64	64	0	GA_CrossoverP_MutationC
[7, 18]	[[394.251, 465.036604431577], '0']	12.3613;16.5187	0.9631714493689704	0.9631714493689704	1	355.1556486075516	4962	4277	0.1	355.1556486075516	61	61	61	61	0	GA_CrossoverP_MutationC
[7, 16, 11]	[[216.61052926855103, 291.1182687574496], '0', '1']	5.6419999999999995;11.098203859928223	0.9682837487715537	0.9682837487715537	1	306.395798024538	4651	4281	0.15	306.395798024538	7	7	7	7	0	GA_MutationC
[7]	[[216.61052926855103, 269.95128508770125]]	5.6419999999999995;11.098203859928223	0.9732607454404109	0.9732607454404109	2	374.87629776260496	4993	4281	0.05	736.6907444065124	74	74	74	74	0	GA_MutationC
[7]	[[346.54949999999997, 434.80375479548195]]	10.660960895054957;16.5187	0.9546200069954915	0.9546200069954915	3	247.42176456784182	4998	4289	0.05	742.2652937035255	129	129	129	129	0	GA_CrossoverP_MutationC
[7, 18, 9, 8]	[[-45.269999999999996, 81.258], '1', '0', '0']	-2.4536957279389817;3.357399405893651	0.9589123231725145	0.9589123231725145	1	334.25732854895256	4977	4291	0.2	334.25732854895256	25	25	25	25	0	GA_MutationC
[7]	[[116.44266570447677, 132.19371876207276]]	-2.9178999999999995;8.3778	0.9922102175928921	0.9922102175928921	4	266.768193724581	4866	4299	0.05	1067.072774898324	29	29	29	29	0	GA_MutationC
[7, 13]	[[212.3415258641133, 300.64711465933925], '0']	5.6419999999999995;11.098203859928223	0.9501128930290204	0.9501128930290204	1	360.4809024937957	4993	4307	0.1	350.3511281172446	66	66	66	66	0	GA_CrossoverC_MutationC
[7, 6, 13, 16]	[[-45.269999999999996, 81.258], '0', '0', '2']	-2.9178999999999995;3.357399405893651	1.0	1.0	1	307.0251550607095	4311	4311	0.2	307.0251550607095	1	1	1	1	0	GA_CrossoverP_MutationC
[7, 13, 11]	[[-45.269999999999996, 81.258], '0', '0']	-2.4536957279389817;3.357399405893651	0.9631755141080822	0.9631755141080822	1	359.1973351833806	4970	4311	0.15	359.1973351833806	51	51	51	51	0	GA_CrossoverP_MutationC
[7]	[[367.563, 441.83549999999997]]	10.660960895054957;16.5187	0.9598748124917118	0.9598748124917118	2	290.02521482128134	4962	4316	0.05	580.0504296425627	108	108	108	108	0	GA_MutationC
[15, 7]	['1', [236.48700000000002, 514.713]]	10.660960895054957;16.5187	0.6683105666288875	0.6683105666288875	1	308.81377724287046	4990	4316	0.1	308.81377724287046	78	107	78	107	0	GA_MutationC
[7]	[[224.62224470370714, 269.95128508770125]]	5.6419999999999995;11.098203859928223	0.9764650832161229	0.9764650832161229	1	374.60514619410577	4993	4318	0.05	368.0064327426322	63	63	63	63	0	GA
[7, 0]	[[116.44266570447677, 132.19371876207276], '0']	-2.9178999999999995;8.3778	0.9932191994996873	0.9932191994996873	1	260.4247891575445	4817	4319	0.1	260.4247891575445	12	12	12	12	0	GA_CrossoverC_MutationC
[7, 2, 9, 13]	[[-45.269999999999996, 81.258], '0', '0', '1']	-2.4536957279389817;3.357399405893651	0.9529655807537114	0.9529655807537114	2	332.6229655962462	4991	4320	0.2	665.2459311924924	46	46	46	46	0	GA_MutationC
[7, 17]	[[413.46911737438654, 441.83549999999997], '2']	12.3613;16.39938753659991	0.9887429643527205	0.9887429643527205	1	370.7041006603415	4321	4321	0.1	370.7041006603415	3	3	3	3	0	GA_MutationC
[7]	[[413.46911737438654, 439.52762967917477]]	12.3613;16.39938753659991	0.9861468886804252	0.9861468886804252	4	397.3388656404878	4893	4321	0.05	1589.3554625619513	40	40	40	40	0	GA
[7, 9, 13, 8]	[[-45.269999999999996, 81.258], '0', '1', '0']	-2.4536957279389817;3.357399405893651	0.9549248605913027	0.9549248605913027	1	350.5050931860305	4991	4329	0.2	350.5050931860305	33	33	33	33	0	GA_MutationC
[7, 2, 13, 5]	[[-45.269999999999996, 81.258], '0', '1', '2']	-2.4536957279389817;3.357399405893651	0.9669152734702865	0.9669152734702865	1	279.01793330872607	4873	4329	0.2	279.01793330872607	4	4	4	4	0	GA_MutationC
[7, 11, 17]	[[-45.269999999999996, 81.258], '0', '0']	-2.4536957279389817;3.357399405893651	0.9581831500142355	0.9581831500142355	1	330.59026254799323	4991	4333	0.15	330.59026254799323	68	68	68	68	0	GA_MutationC
[7, 18, 4, 1]	[[-45.269999999999996, 81.258], '1', '1', '0']	-2.9178999999999995;3.357399405893651	0.968485665988621	0.968485665988621	1	301.1929848049761	4941	4333	0.2	301.1929848049761	7	7	7	7	0	GA_MutationC
[8, 11, 7]	['0', '0', [204.06300000000002, 405.53700000000003]]	5.6419999999999995;12.038	0.6830235748171334	0.6830235748171334	1	275.2450929372085	4993	4337	0.15	275.2450929372085	135	181	135	181	0	GA_CrossoverC_MutationC
[7]	[[225.6495, 383.95050000000003]]	5.6419999999999995;12.038	0.7535185976383754	0.7535185976383754	1	300.91385091892454	4993	4337	0.05	275.89231364865566	166	202	166	202	0	GA_CrossoverC_MutationC
[7, 11, 10]	[[84.04800000000002, 131.15254737009894], '0', '0']	0.4621000000000004;7.177899999999999	0.9742717105167473	0.9742717105167473	1	275.09082771976813	4946	4343	0.15	275.09082771976813	43	43	43	43	0	GA_MutationC
[7, 18]	[[405.6405367962136, 441.83549999999997], '0']	12.3613;16.39938753659991	0.9812382739212008	0.9812382739212008	1	410.21487941714065	4962	4345	0.1	410.21487941714065	29	29	29	29	0	GA_CrossoverC_MutationC
[7]	[[286.29150000000004, 530.37]]	12.3613;16.5187	0.5949891104119065	0.5949891104119065	1	239.95934348975112	4990	4345	0.05	239.95934348975112	163	257	163	257	0	GA_CrossoverC_MutationC
[7, 2, 10, 6]	[[206.21992922656042, 282.2625], '0', '1', '0']	5.6419999999999995;12.038	0.9706959706959707	0.9706959706959707	1	333.68865764240024	4917	4349	0.2	333.68865764240024	21	21	21	21	0	GA_CrossoverP_MutationC
[7, 15, 2, 10, 1, 13]	[[-45.269999999999996, 81.258], '1', '0', '0', '0', '0']	-2.9178999999999995;3.357399405893651	0.9612937750386712	0.9612937750386712	1	363.98560811443775	4970	4350	0.3	363.98560811443775	8	8	8	8	0	GA_CrossoverC_MutationC
[7, 1]	[[109.19571025051495, 152.3683757574351], '0']	0.4621000000000004;8.3778	0.9750768432397908	0.9750768432397908	1	260.5881089286115	4829	4352	0.1	260.5881089286115	47	47	47	47	0	GA_CrossoverP_MutationC
[7]	[[84.04800000000002, 152.3683757574351]]	0.4621000000000004;8.3778	0.9641646606959539	0.9641646606959539	1	268.09536463023295	4964	4352	0.05	268.09536463023295	106	106	106	106	0	GA_CrossoverP_MutationC
[7, 11]	[[367.563, 491.73208779992], '0']	12.601788574832659;16.5187	0.9220491874911687	0.9220491874911687	1	287.78924115856313	4990	4364	0.1	287.78924115856313	141	144	141	144	0	GA_CrossoverC_MutationC
[7, 11]	[[367.563, 441.83549999999997], '0']	10.660960895054957;16.5187	0.9594420767688582	0.9594420767688582	1	310.0123205230683	4962	4364	0.1	310.0123205230683	92	92	92	92	0	GA_CrossoverC_MutationC
[7, 1]	[[367.563, 491.73208779992], '1']	12.601788574832659;16.5187	0.9242160278745645	0.9242160278745645	1	313.2532676321438	4962	4365	0.1	313.2532676321438	55	56	55	56	0	GA_MutationC
[7, 12]	[[367.563, 491.73208779992], '1']	12.601788574832659;16.5187	0.926967820292793	0.926967820292793	1	294.8906249882209	4942	4365	0.1	294.8906249882209	63	64	63	64	0	GA_MutationC
[7, 11]	[[-45.269999999999996, 81.258], '0']	0.2787471073594898;3.357399405893651	0.9561885416271646	0.9561885416271646	2	332.5351312399838	4991	4366	0.1	665.0702624799676	95	95	95	95	0	GA_CrossoverC
[7, 11, 17, 2, 9, 13]	[[-45.269999999999996, 81.258], '0', '0', '0', '0', '1']	-2.4536957279389817;3.357399405893651	0.9543183270487093	0.9543183270487093	1	334.10594115898095	4991	4366	0.3	334.10594115898095	30	30	30	30	0	GA_CrossoverC_MutationC
[7, 4, 12]	[[-45.269999999999996, 81.258], '0', '2']	-2.4536957279389817;3.357399405893651	0.9632795521955654	0.9632795521955654	1	326.1396975293307	4913	4383	0.15	326.1396975293307	15	15	15	15	0	GA_MutationC
[7]	[[110.23009664375382, 152.3683757574351]]	0.4621000000000004;8.3778	0.9774755218105066	0.9774755218105066	1	270.6112394778414	4946	4390	0.05	270.6112394778414	64	64	64	64	0	GA_CrossoverP
[7, 0, 4]	[[107.1349927892421, 142.5872006126498], '0', '1']	0.4621000000000004;8.3778	0.981863664790494	0.981863664790494	1	223.60620236255969	4390	4390	0.15	223.60620236255969	3	3	3	3	0	GA_CrossoverP_MutationC
[7, 6, 4]	[[-45.269999999999996, 81.258], '0', '1']	-2.4536957279389817;3.357399405893651	0.9614847602414207	0.9614847602414207	1	331.97583252542944	4991	4392	0.15	331.97583252542944	17	17	17	17	0	GA_CrossoverP_MutationC
[7, 4, 11]	[[-45.269999999999996, 81.258], '1', '0']	-0.6421950370655289;1.0816944429591806	0.3310314027362977	0.3310314027362977	1	327.6530188611035	4831	4392	0.15	327.6530188611035	6	18	6	18	0	GA_CrossoverP_MutationC_MutationP
[7, 1]	[[224.62224470370714, 269.95128508770125], '1']	5.6419999999999995;11.098203859928223	0.9801466287904502	0.9801466287904502	1	354.98744265531263	4944	4395	0.1	354.98744265531263	16	16	16	16	0	GA_CrossoverP_MutationC
[7, 8, 14, 5]	[[206.21992922656042, 319.70399999999995], '1', '2', '1']	5.6419999999999995;12.038	0.9853033145716072	0.9853033145716072	1	320.14596758829475	4395	4395	0.2	320.14596758829475	2	2	2	2	0	GA_CrossoverP_MutationC
[7, 4, 3]	[[-45.269999999999996, 81.258], '0', '1']	-2.4536957279389817;3.357399405893651	0.9583435169322274	0.9583435169322274	1	321.14533742420963	4977	4398	0.15	321.14533742420963	39	39	39	39	0	GA_CrossoverP_MutationC
[7, 4, 8]	[[346.54949999999997, 441.83549999999997], '0', '0']	10.660960895054957;16.5187	0.9505880239234837	0.9505880239234837	1	273.0116264841887	4998	4401	0.15	273.0116264841887	73	73	73	73	0	GA_CrossoverP_MutationC
[7, 19]	[[413.46911737438654, 441.83549999999997], '1']	12.3613;16.39938753659991	0.98442639931207	0.98442639931207	1	372.9126040544203	4813	4405	0.1	372.9126040544203	16	16	16	16	0	GA_CrossoverC_MutationC
[7, 10]	[[82.28999999999999, 370.11], '0']	5.6419999999999995;11.098203859928223	0.5269515307420019	0.5269515307420019	1	303.0237054651927	4993	4408	0.1	278.52963183149086	151	262	151	262	0	GA_CrossoverC_MutationC_RangeError
[7, 2]	[[224.62224470370714, 252.04660106649317], '1']	5.6419999999999995;11.098203859928223	1.0	1.0	1	340.5013505883403	4408	4408	0.1	340.5013505883403	1	1	1	1	0	GA_CrossoverC_MutationC
[7, 8, 17]	[[236.45982697097435, 319.70399999999995], '0', '1']	8.246034097842092;12.038	0.9499859894962549	0.9499859894962549	1	306.6076441437663	4871	4421	0.15	306.6076441437663	21	21	21	21	0	GA_MutationC_MutationP
[7, 8, 11, 13]	[[236.45982697097435, 319.70399999999995], '0', '0', '0']	5.6419999999999995;12.038	0.948780487804878	0.948780487804878	2	323.8493263328769	4944	4421	0.2	647.6986526657538	40	40	40	40	0	GA_MutationC
[7, 6]	[[216.61052926855103, 252.04660106649317], '0']	5.6419999999999995;11.098203859928223	0.9804700206989996	0.9804700206989996	1	384.46604019651875	4993	4428	0.1	380.3325502456484	31	31	31	31	0	GA_CrossoverP_MutationC
[7, 15, 8, 13, 4]	[[-45.269999999999996, 81.258], '1', '1', '0', '0']	-2.4536957279389817;3.357399405893651	0.9672169982466886	0.9672169982466886	1	316.3646968926086	4711	4429	0.25	316.3646968926086	3	3	3	3	0	GA_CrossoverC_MutationC
[4, 15]	['0', '0']	0.4621000000000004;8.3778	0.447228187599949	0.447228187599949	1	249.01655630542535	4972	4435	0.1	249.01655630542535	144	289	144	289	0	GA_CrossoverC_MutationC
[13, 7]	['0', [53.45099999999999, 216.549]]	-2.9178999999999995;8.3778	0.9205792393394019	0.9205792393394019	1	271.5229192605625	4946	4435	0.1	271.5229192605625	108	108	108	108	0	GA_CrossoverC_MutationC
[17]	['1']	12.3613;16.5187	0.20728261767378198	0.20728261767378198	1	265.34833871806626	4956	4443	0.05	265.34833871806626	35	159	35	159	0	GA_CrossoverC_MutationC
[11]	['1']	-4.077;3.7978999999999994	0.24961110204747516	0.24961110204747516	1	226.74284164840375	4977	4451	0.05	226.74284164840375	12	46	12	46	0	GA_CrossoverC
[11, 7, 18, 4, 8, 9, 19]	['1', [-45.269999999999996, 77.655], '1', '0', '0', '0', '0']	-2.6384843085236303;3.51848430852363	0.9855923125160042	0.9855923125160042	1	276.75778036772795	4451	4451	0.35	276.75778036772795	2	2	2	2	0	GA_CrossoverC
[7, 9]	[[109.19571025051495, 138.858], '1']	-2.9178999999999995;8.3778	0.982593808630394	0.982593808630394	1	228.57075605368948	4829	4457	0.1	228.57075605368948	4	4	4	4	0	GA_MutationC
[7, 13, 8]	[[109.19571025051495, 138.858], '0', '0']	-2.9178999999999995;8.3778	0.9867520325203252	0.9867520325203252	1	274.511943149839	4946	4457	0.15	274.511943149839	20	20	20	20	0	GA_MutationC
[7, 16, 10, 11]	[[-45.269999999999996, 81.258], '1', '1', '0']	-2.4536957279389817;3.357399405893651	0.9657009573845468	0.9657009573845468	1	340.586559198857	4941	4461	0.2	340.586559198857	12	12	12	12	0	GA_MutationC
[11, 19, 7]	['0', '0', [175.8435, 314.9565]]	5.6419999999999995;12.038	0.9265165728580362	0.9265165728580362	1	318.1667435444865	4955	4462	0.15	297.45842943060813	82	82	82	82	0	GA_CrossoverP_MutationC
[4, 7]	['1', [180.6405, 310.1595]]	5.6419999999999995;11.098203859928223	0.9489154879475225	0.9489154879475225	1	314.0887654295457	4993	4462	0.1	314.0887654295457	22	22	22	22	0	GA_CrossoverP_MutationC
[7, 14]	[[410.18091557561, 471.5438619508248], '1']	12.3613;16.5187	0.955611185562405	0.955611185562405	1	337.87796156639223	4990	4467	0.1	337.87796156639223	35	35	35	35	0	GA_CrossoverC_MutationC
[7, 10]	[[394.251, 483.8817132190523], '0']	12.3613;16.5187	0.9454943467956947	0.9454943467956947	1	318.4957819405496	4990	4467	0.1	318.4957819405496	76	76	76	76	0	GA_CrossoverC_MutationC
[13, 8, 7]	['0', '0', [-45.269999999999996, 110.93549999999999]]	0.2787471073594898;3.357399405893651	0.6896076301401541	0.6896076301401541	1	316.4024467457725	4977	4468	0.15	316.4024467457725	36	50	36	50	0	GA_CrossoverP_MutationC
[7, 15, 4, 10, 13]	[[-45.269999999999996, 81.258], '1', '0', '1', '0']	-2.9178999999999995;3.357399405893651	0.9773092511405069	0.9773092511405069	1	343.8320639909848	4913	4468	0.25	343.8320639909848	4	4	4	4	0	GA_CrossoverP_MutationC
[7, 15, 10, 18, 2]	[[405.6405367962136, 441.83549999999997], '0', '1', '0', '0']	12.3613;16.5187	0.9889469981238275	0.9889469981238275	1	389.52682615052197	4795	4470	0.25	389.52682615052197	4	4	4	4	0	GA_MutationC
[12]	['0']	-2.4536957279389817;3.357399405893651	0.19457541398156442	0.19457541398156442	1	258.8693437294098	4977	4471	0.05	258.8693437294098	47	230	47	230	0	GA_CrossoverC_MutationC
[7, 12]	[[346.54949999999997, 441.83549999999997], '0']	10.660960895054957;16.5187	0.9484797159062911	0.9484797159062911	1	282.14592164119705	4998	4475	0.1	282.14592164119705	47	47	47	47	0	GA_CrossoverP_MutationC
[7, 5]	[[346.54949999999997, 441.83549999999997], '1']	10.660960895054957;16.5187	0.958005922546028	0.958005922546028	1	265.4259072800083	4956	4475	0.1	265.4259072800083	38	38	38	38	0	GA_CrossoverP_MutationC
[11, 6]	['0', '0']	0.4621000000000004;7.177899999999999	0.4106837606837609	0.4106837606837609	1	299.9306797510375	4991	4479	0.1	274.6633496887968	192	420	192	420	0	GA_MutationC
